Monthly Climate Data Summaries ( por - por )

Station:,SPOKANE INTL AP,State:,WA,ID:,24157
Latitude:,47.62167 degreeN,Longitude:,117.52806 degreeW,Elevation:,2358.0 feet
Station period of record:,maxt: 02/01/1881-10/23/2019; mint: 02/01/1881-10/23/2019; avgt: 02/01/1881-10/23/2019; hdd: 02/01/1881-10/23/2019; cdd: 02/01/1881-10/23/2019; pcpn: 02/01/1881-10/23/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,JAN,24.9,12.7,18.8,44,31,-3,19,0,0,24,0,30,0,5,1425,0,2.27,04,1907-01-03,17,6,1,1,0
1907,FEB,39.1,27.1,33.1,55,22,11,04,0,0,9,0,19,0,0,888,0,1.43,43,1907-02-08,11,5,0,0,0
1907,MAR,45.5,31.9,38.7,62,31,25,07,0,0,0,0,17,0,0,807,0,1.64,46,1907-03-19,11,7,0,0,0
1907,APR,57.1,35.2,46.1,73,13,24,28,0,0,0,0,9,0,0,555,0,0.65,22,1907-04-23,7,3,0,0,0
1907,MAY,70.4,44.5,57.5,86,31,34,05,0,0,0,0,0,0,0,234,8,2.60,62,1907-05-19,6,4,1,1,0
1907,JUN,71.2,49.8,60.5,88,27,41,15,0,0,0,0,0,0,0,154,25,0.96,27,1907-06-21,7,5,0,0,0
1907,JUL,82.7,55.2,68.9,95,31,46,05,0,2,0,0,0,0,0,16,146,1.00,50,1907-07-03,5,4,1,0,0
1907,AUG,74.6,51.4,63.0,97,01,40,28,0,2,0,0,0,0,0,119,65,2.07,57,1907-08-09,9,5,1,0,0
1907,SEP,69.3,45.3,57.3,86,10,36,13,0,0,0,0,0,0,0,229,8,0.90,40,1907-09-12,5,3,0,0,0
1907,OCT,67.8,39.7,53.7,80,05,32,09,0,0,0,0,1,0,0,343,0,0.25,18,1907-10-29,3,1,0,0,0
1907,NOV,48.0,33.0,40.5,59,29,26,18,0,0,0,0,13,0,0,730,0,1.37,30,1907-11-23,12,6,0,0,0
1907,DEC,38.4,28.6,33.5,54,04,12,18,0,0,5,0,22,0,0,969,0,2.58,75,1907-12-25,14,10,1,0,0
1907,ANNUAL,57.5,37.9,47.72,97,,-3,,0,4,38,0,111,0,5,6469,252,17.72,,1.62,107,59,5,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1908,JAN,36.4,24.4,30.4,45,08,-2,31,0,0,6,0,29,0,1,1064,0,2.04,66,1908-01-16,13,5,2,0,0
1908,FEB,38.8,26.0,32.4,51,26,-4,01,0,0,3,0,23,0,1,935,0,1.36,18,1908-02-05,15,8,0,0,0
1908,MAR,48.4,32.2,40.3,58,23,24,28,0,0,0,0,19,0,0,758,0,0.51,14,1908-03-14,9,1,0,0,0
1908,APR,60.3,37.3,48.8,81,19,23,07,0,0,0,0,6,0,0,478,1,0.54,17,1908-04-22,7,2,0,0,0
1908,MAY,63.1,42.5,52.8,84,06,38,30,0,0,0,0,0,0,0,370,0,0.86,19,1908-05-21,13,3,0,0,0
1908,JUN,73.8,49.5,61.7,93,24,40,02,0,1,0,0,0,0,0,138,44,0.39,18,1908-06-09,6,1,0,0,0
1908,JUL,86.0,57.6,71.8,101,31,44,26,0,12,0,0,0,0,0,10,230,0.83,42,1908-07-22,3,2,0,0,0
1908,AUG,82.0,54.2,68.1,96,19,42,31,0,10,0,0,0,0,0,73,176,0.57,27,1908-08-13,5,3,0,0,0
1908,SEP,75.2,46.6,60.9,91,12,28,26,0,3,0,0,2,0,0,164,48,0.10,04,1908-09-18,4,0,0,0,0
1908,OCT,56.8,38.9,47.9,77,09,26,22,0,0,0,0,8,0,0,525,0,2.30,76,1908-10-14,10,6,1,0,0
1908,NOV,47.7,34.0,40.8,69,03,16,30,0,0,2,0,14,0,0,719,0,1.13,29,1908-11-20,10,5,0,0,1
1908,DEC,33.7,24.3,29.0,47,12,13,17,0,0,15,0,27,0,0,1109,0,1.57,38,1908-12-23,10,6,0,0,0
1908,ANNUAL,58.6,39.0,48.79,101,,-4,,0,26,26,0,128,0,2,6343,499,12.20,,0.76,105,42,3,0,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1909,JAN,28.2,14.9,21.6,49,21,-16,14,0,0,14,0,27,0,9,1338,0,3.10,44,1909-01-19,22,12,0,0,0
1909,FEB,41.5,28.8,35.1,54,03,12,12,0,0,2,0,15,0,0,831,0,1.96,33,1909-02-06,14,9,0,0,0
1909,MAR,52.6,31.9,42.3,63,27,24,07,0,0,0,0,19,0,0,698,0,0.12,03,1909-03-29,5,0,0,0,0
1909,APR,55.9,34.1,45.0,67,08,24,18,0,0,0,0,11,0,0,590,0,0.44,23,1909-04-10,4,2,0,0,0
1909,MAY,64.0,43.4,53.7,80,31,35,05,0,0,0,0,0,0,0,345,4,1.61,72,1909-05-27,10,4,1,0,0
1909,JUN,73.8,50.9,62.4,92,01,46,25,0,1,0,0,0,0,0,96,26,1.03,28,1909-06-10,10,4,0,0,0
1909,JUL,78.5,53.3,65.9,95,22,46,19,0,3,0,0,0,0,0,59,93,2.37,03,1909-07-05,7,4,2,1,0
1909,AUG,82.1,51.3,66.7,97,19,44,27,0,3,0,0,0,0,0,33,93,0.01,01,1909-08-26,1,0,0,0,0
1909,SEP,73.9,49.1,61.5,88,16,36,23,0,0,0,0,0,0,0,152,56,0.18,05,1909-09-28,6,0,0,0,0
1909,OCT,59.6,38.0,48.8,72,10,28,27,0,0,0,0,6,0,0,494,0,1.14,29,1909-10-31,10,6,0,0,0
1909,NOV,45.5,34.6,40.0,58,03,16,15,0,0,3,0,12,0,0,744,0,2.69,44,1909-11-17,16,8,0,0,0
1909,DEC,30.4,21.1,25.7,45,12,6,22,0,0,18,0,30,0,0,1210,0,1.56,46,1909-12-09,9,6,0,0,0
1909,ANNUAL,57.2,37.6,47.44,97,,-16,,0,7,37,0,120,0,9,6590,272,16.21,,1.03,114,55,3,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1910,JAN,33.5,23.0,28.2,48,24,3,06,0,0,15,0,26,0,0,1134,0,1.28,26,1910-01-21,16,3,0,0,0
1910,FEB,33.3,20.5,26.9,44,27,-4,22,0,0,10,0,26,0,2,1058,0,1.58,28,1910-02-23,15,6,0,0,0
1910,MAR,56.4,36.1,46.3,69,15,25,25,0,0,0,0,8,0,0,575,0,0.78,30,1910-03-20,10,3,0,0,0
1910,APR,62.8,41.2,52.0,87,25,30,03,0,0,0,0,3,0,0,389,7,1.32,57,1910-04-02,9,3,1,0,0
1910,MAY,71.7,47.0,59.3,89,31,35,01,0,0,0,0,0,0,0,194,26,0.88,52,1910-05-10,5,3,1,0,0
1910,JUN,73.5,49.2,61.4,90,10,41,04,0,1,0,0,0,0,0,126,24,0.21,09,1910-06-16,4,0,0,0,0
1910,JUL,86.0,57.3,71.6,95,16,50,23,0,12,0,0,0,0,0,2,215,0.68,59,1910-07-21,3,1,1,0,0
1910,AUG,78.7,51.6,65.2,95,19,37,25,0,3,0,0,0,0,0,89,103,0.15,14,1910-08-31,2,1,0,0,0
1910,SEP,70.5,47.6,59.0,87,19,35,25,0,0,0,0,0,0,0,188,12,1.93,51,1910-09-06,8,5,1,0,0
1910,OCT,60.2,41.3,50.7,77,08,23,27,0,0,0,0,4,0,0,434,0,1.42,49,1910-10-17,6,4,0,0,0
1910,NOV,43.9,34.5,39.2,60,02,26,14,0,0,0,0,11,0,0,766,0,3.71,72,1910-11-09,19,11,2,0,0
1910,DEC,38.2,30.3,34.3,48,05,23,31,0,0,3,0,23,0,0,946,0,1.50,36,1910-12-03,11,7,0,0,0
1910,ANNUAL,59.2,40.1,49.66,95,,-4,,0,16,28,0,101,0,2,5901,387,15.44,,0.72,108,47,6,0,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1911,JAN,36.2,25.0,30.6,46,19,10,02,0,0,8,0,26,0,0,1060,0,0.51,31,1911-01-18,5,1,0,0,0
1911,FEB,37.0,23.2,30.1,44,10,13,16,0,0,4,0,28,0,0,968,0,1.08,37,1911-02-24,11,4,0,0,0
1911,MAR,54.6,32.4,43.5,70,22,16,02,0,0,0,0,15,0,0,661,0,0.83,52,1911-03-04,6,1,1,0,0
1911,APR,58.7,35.6,47.2,77,24,28,14,0,0,0,0,10,0,0,527,0,0.19,08,1911-04-03,5,0,0,0,0
1911,MAY,63.0,42.0,52.5,87,31,33,07,0,0,0,0,0,0,0,386,3,1.33,24,1911-05-24,12,6,0,0,0
1911,JUN,74.6,53.4,64.0,92,11,44,25,0,2,0,0,0,0,0,98,76,0.75,31,1911-06-30,8,3,0,0,0
1911,JUL,84.3,57.1,70.7,98,16,48,11,0,11,0,0,0,0,0,28,214,0.25,16,1911-07-01,4,1,0,0,0
1911,AUG,79.1,53.4,66.3,91,31,47,27,0,2,0,0,0,0,0,26,72,1.16,48,1911-08-06,6,3,0,0,0
1911,SEP,68.1,45.0,56.5,92,02,31,25,0,2,0,0,1,0,0,268,20,0.75,47,1911-09-05,9,1,0,0,0
1911,OCT,59.5,36.3,47.9,84,08,19,29,0,0,0,0,11,0,0,524,3,0.39,16,1911-10-24,3,2,0,0,0
1911,NOV,42.2,27.7,35.0,56,03,8,12,0,0,4,0,21,0,0,896,0,2.58,06,1911-11-12,14,8,1,1,0
1911,DEC,34.3,24.2,29.2,46,08,2,31,0,0,9,0,28,0,0,1100,0,2.04,32,1911-12-15,16,9,0,0,0
1911,ANNUAL,57.8,38.0,47.90,98,,2,,0,17,25,0,140,0,0,6542,388,11.86,,1.06,99,39,2,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1912,JAN,32.8,20.5,26.7,51,29,-12,08,0,0,14,0,26,0,3,1182,0,2.31,80,1912-01-24,14,6,1,0,0
1912,FEB,41.7,28.7,35.2,51,16,18,03,0,0,1,0,20,0,0,857,0,1.78,50,1912-02-15,11,4,1,0,0
1912,MAR,47.1,29.5,38.3,65,27,18,03,0,0,1,0,20,0,0,819,0,0.57,30,1912-03-15,7,2,0,0,0
1912,APR,58.2,38.1,48.2,74,09,30,06,0,0,0,0,2,0,0,499,0,0.94,32,1912-04-29,8,4,0,0,0
1912,MAY,67.9,45.2,56.5,82,14,37,01,0,0,0,0,0,0,0,256,0,2.18,19,1912-05-20,9,4,1,1,0
1912,JUN,77.4,52.5,65.0,98,25,43,16,0,6,0,0,0,0,0,98,103,0.80,22,1912-06-14,9,3,0,0,0
1912,JUL,78.7,54.5,66.6,94,30,43,02,0,4,0,0,0,0,0,60,117,1.30,45,1912-07-13,10,5,0,0,0
1912,AUG,75.5,53.0,64.3,92,23,46,30,0,2,0,0,0,0,0,95,80,2.06,16,1912-08-31,10,5,1,1,0
1912,SEP,68.0,43.9,55.9,80,12,35,21,0,0,0,0,0,0,0,265,0,0.84,46,1912-09-30,6,2,0,0,0
1912,OCT,54.1,36.3,45.2,72,15,28,30,0,0,0,0,9,0,0,604,0,1.61,52,1912-10-22,9,5,2,0,0
1912,NOV,45.9,34.6,40.2,58,18,21,26,0,0,0,0,9,0,0,738,0,2.29,38,1912-11-09,14,11,0,0,0
1912,DEC,37.2,27.1,32.2,49,03,17,21,0,0,6,0,29,0,0,1008,0,1.53,49,1912-12-29,14,5,0,0,0
1912,ANNUAL,57.1,38.7,47.87,98,,-12,,0,12,22,0,115,0,3,6481,300,18.21,,1.19,121,56,6,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1913,JAN,30.3,18.3,24.3,47,02,2,20,0,0,22,0,31,0,0,1254,0,3.67,72,1913-01-11,16,11,2,0,1
1913,FEB,32.9,14.8,23.9,51,16,-3,10,0,0,13,0,25,0,3,1145,0,0.92,44,1913-02-03,6,3,0,0,0
1913,MAR,42.3,28.3,35.3,54,09,12,20,0,0,3,0,21,0,0,911,0,0.59,13,1913-03-27,15,2,0,0,0
1913,APR,58.8,37.5,48.1,77,11,30,29,0,0,0,0,6,0,0,496,0,0.80,43,1913-04-04,6,2,0,0,0
1913,MAY,66.2,44.9,55.6,86,31,35,04,0,0,0,0,0,0,0,293,9,1.21,27,1913-05-10,11,5,0,0,0
1913,JUN,73.8,52.4,63.1,90,02,45,15,0,2,0,0,0,0,0,89,37,3.01,67,1913-06-22,13,8,3,0,0
1913,JUL,80.9,54.8,67.9,95,24,43,14,0,6,0,0,0,0,0,53,151,0.37,22,1913-07-21,8,1,0,0,0
1913,AUG,82.4,54.9,68.7,95,01,41,16,0,9,0,0,0,0,0,49,172,0.22,13,1913-08-13,6,1,0,0,0
1913,SEP,72.8,45.2,59.0,89,12,34,24,0,0,0,0,0,0,0,187,13,0.86,33,1913-09-21,6,3,0,0,0
1913,OCT,54.3,35.8,45.0,73,02,26,29,0,0,0,0,8,0,0,608,0,1.58,32,1913-10-10,12,5,0,0,0
1913,NOV,46.4,34.7,40.5,56,16,28,21,0,0,0,0,10,0,0,726,0,2.58,82,1913-11-05,18,6,1,0,0
1913,DEC,35.6,26.9,31.3,47,14,15,21,0,0,8,0,29,0,0,1037,0,0.93,43,1913-12-31,11,3,0,0,0
1913,ANNUAL,56.5,37.5,47.01,95,,-3,,0,17,46,0,130,0,3,6848,382,16.74,,0.82,128,50,6,0,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1914,JAN,41.2,31.1,36.1,53,06,21,28,0,0,0,0,20,0,0,886,0,2.08,50,1914-01-21,13,6,1,0,0
1914,FEB,36.7,26.2,31.5,50,27,-1,05,0,0,10,0,19,0,2,930,0,1.72,66,1914-02-24,10,5,1,0,0
1914,MAR,53.0,34.0,43.5,65,12,26,26,0,0,0,0,10,0,0,660,0,0.65,24,1914-03-23,11,2,0,0,0
1914,APR,60.2,39.0,49.6,75,30,31,21,0,0,0,0,2,0,0,456,0,1.45,50,1914-04-05,8,5,1,0,0
1914,MAY,70.7,46.3,58.5,89,31,37,28,0,0,0,0,0,0,0,208,16,0.63,21,1914-05-27,9,2,0,0,0
1914,JUN,71.8,50.0,60.9,90,16,40,05,0,1,0,0,0,0,0,161,44,0.86,36,1914-06-24,8,3,0,0,0
1914,JUL,87.4,57.7,72.6,99,30,48,21,0,13,0,0,0,0,0,5,250,1.28,69,1914-07-13,4,2,2,0,0
1914,AUG,84.8,55.3,70.0,100,02,44,31,0,9,0,0,0,0,0,16,181,0.01,01,1914-08-06,1,0,0,0,0
1914,SEP,68.8,46.5,57.6,86,02,41,12,0,0,0,0,0,0,0,220,8,0.91,23,1914-09-14,9,3,0,0,0
1914,OCT,58.9,40.4,49.7,73,16,32,27,0,0,0,0,2,0,0,467,0,1.48,26,1914-10-02,13,9,0,0,0
1914,NOV,47.2,34.4,40.8,60,08,23,15,0,0,1,0,13,0,0,720,0,1.03,30,1914-11-12,10,5,0,0,0
1914,DEC,30.4,18.5,24.4,45,01,1,18,0,0,17,0,30,0,0,1251,0,1.46,32,1914-12-26,12,6,0,0,0
1914,ANNUAL,59.4,40.0,49.73,100,,-1,,0,23,28,0,96,0,2,5980,499,13.56,,0.69,108,48,5,0,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1915,JAN,32.2,20.3,26.2,45,08,8,25,0,0,14,0,30,0,0,1196,0,0.91,38,1915-01-13,10,2,0,0,0
1915,FEB,43.4,31.0,37.2,51,21,16,14,0,0,0,0,13,0,0,773,0,1.37,27,1915-02-02,14,5,0,0,0
1915,MAR,54.7,35.3,45.0,71,21,26,07,0,0,0,0,8,0,0,612,0,1.10,26,1915-03-04,10,5,0,0,0
1915,APR,64.2,41.4,52.8,78,18,31,09,0,0,0,0,1,0,0,362,0,1.46,51,1915-04-30,9,3,1,0,0
1915,MAY,64.6,46.5,55.5,79,08,35,01,0,0,0,0,0,0,0,287,0,3.36,88,1915-05-18,15,9,2,0,0
1915,JUN,73.1,49.6,61.3,89,23,44,11,0,0,0,0,0,0,0,119,16,0.92,45,1915-06-11,6,3,0,0,0
1915,JUL,80.2,57.2,68.7,98,21,47,14,0,6,0,0,0,0,0,34,157,0.85,26,1915-07-09,10,2,0,0,0
1915,AUG,90.7,59.7,75.2,97,10,52,18,0,19,0,0,0,0,0,0,325,T,T,1915-08-30,0,0,0,0,0
1915,SEP,69.6,46.4,58.0,85,04,34,13,0,0,0,0,0,0,0,213,10,0.43,17,1915-09-23,4,2,0,0,0
1915,OCT,61.2,40.6,50.9,73,21,29,07,0,0,0,0,4,0,0,427,0,0.43,11,1915-10-13,6,1,0,0,0
1915,NOV,42.0,31.5,36.8,53,01,21,28,0,0,1,0,17,0,0,841,0,3.52,69,1915-11-15,15,11,1,0,0
1915,DEC,36.5,25.4,31.0,50,21,1,30,0,0,7,0,25,0,0,1050,0,2.04,35,1915-12-07,18,8,0,0,0
1915,ANNUAL,59.5,40.5,49.96,98,,1,,0,25,22,0,98,0,0,5914,508,16.39,,0.88,117,51,4,0,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1916,JAN,23.3,10.0,16.7,49,23,-11,31,0,0,24,0,30,0,6,1492,0,1.89,38,1916-01-03,21,6,0,0,0
1916,FEB,39.2,27.0,33.1,53,15,8,01,0,0,6,0,21,0,0,918,0,1.04,19,1916-02-09,11,5,0,0,0
1916,MAR,49.0,33.8,41.4,64,11,19,02,0,0,1,0,15,0,0,722,0,2.62,45,1916-03-21,16,9,0,0,0
1916,APR,59.1,37.7,48.4,80,26,31,16,0,0,0,0,4,0,0,488,0,1.16,46,1916-04-21,9,4,0,0,0
1916,MAY,61.6,41.6,51.6,77,02,32,12,0,0,0,0,2,0,0,409,0,1.57,30,1916-05-19,11,9,0,0,0
1916,JUN,72.6,48.7,60.6,96,17,38,11,0,3,0,0,0,0,0,169,44,2.70,44,1916-06-19,13,8,0,0,0
1916,JUL,78.6,54.8,66.7,95,07,44,26,0,2,0,0,0,0,0,41,100,0.47,14,1916-07-16,9,2,0,0,0
1916,AUG,83.5,54.5,69.0,96,29,45,20,0,9,0,0,0,0,0,29,161,0.49,34,1916-08-08,3,1,0,0,0
1916,SEP,72.6,46.7,59.6,90,01,35,28,0,1,0,0,0,0,0,175,20,0.56,21,1916-09-23,6,2,0,0,0
1916,OCT,60.1,33.9,47.0,75,16,25,22,0,0,0,0,14,0,0,553,0,0.17,15,1916-10-29,2,1,0,0,0
1916,NOV,40.1,26.1,33.1,57,03,5,13,0,0,5,0,21,0,0,950,0,1.74,56,1916-11-25,12,5,1,0,0
1916,DEC,29.0,18.2,23.6,46,03,-8,26,0,0,21,0,29,0,1,1275,0,1.50,30,1916-12-21,16,7,0,0,1
1916,ANNUAL,55.7,36.1,45.92,96,,-11,,0,15,57,0,136,0,7,7221,325,15.91,,0.56,129,59,1,0,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1917,JAN,32.0,20.6,26.3,44,25,-4,31,0,0,14,0,26,0,1,1193,0,0.99,35,1917-01-01,8,3,0,0,0
1917,FEB,35.3,24.4,29.8,49,04,3,27,0,0,8,0,23,0,0,977,0,1.32,27,1917-02-24,13,6,0,0,0
1917,MAR,40.6,24.8,32.7,51,27,8,01,0,0,2,0,28,0,0,991,0,1.16,30,1917-03-04,12,5,0,0,0
1917,APR,52.1,36.9,44.5,60,22,31,01,0,0,0,0,4,0,0,605,0,1.71,36,1917-04-07,13,8,0,0,0
1917,MAY,65.1,44.5,54.8,77,11,36,17,0,0,0,0,0,0,0,308,0,1.62,48,1917-05-24,11,5,0,0,0
1917,JUN,71.9,48.4,60.1,90,16,40,04,0,2,0,0,0,0,0,165,28,1.00,37,1917-06-23,8,4,0,0,0
1917,JUL,87.8,57.9,72.8,100,16,45,29,0,13,0,0,0,0,0,9,259,T,T,1917-07-30,0,0,0,0,0
1917,AUG,87.0,55.8,71.4,97,17,49,23,0,11,0,0,0,0,0,0,207,T,T,1917-08-09,0,0,0,0,0
1917,SEP,75.0,49.5,62.3,90,19,38,29,0,1,0,0,0,0,0,108,33,0.34,22,1917-09-13,4,1,0,0,0
1917,OCT,63.5,37.4,50.4,82,04,21,30,0,0,0,0,9,0,0,449,2,0.08,08,1917-10-25,1,0,0,0,0
1917,NOV,48.9,35.3,42.1,61,20,25,19,0,0,0,0,8,0,0,680,0,0.95,28,1917-11-30,7,5,0,0,0
1917,DEC,41.8,31.0,36.4,58,29,14,24,0,0,5,0,16,0,0,878,0,3.05,46,1917-12-28,20,12,0,0,0
1917,ANNUAL,58.6,38.9,48.75,100,,-4,,0,27,29,0,114,0,1,6363,529,12.22,,0.48,97,49,0,0,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1918,JAN,36.6,26.6,31.6,62,01,3,31,0,0,7,0,24,0,0,1029,0,1.66,51,1918-01-06,16,6,1,0,0
1918,FEB,38.1,25.0,31.6,53,09,6,21,0,0,8,0,19,0,0,929,0,1.42,40,1918-02-06,14,6,0,0,0
1918,MAR,51.3,34.6,43.0,68,24,24,08,0,0,0,0,10,0,0,675,0,0.75,32,1918-03-13,8,3,0,0,0
1918,APR,61.8,37.8,49.8,76,20,22,03,0,0,0,0,7,0,0,449,0,0.18,10,1918-04-14,6,1,0,0,0
1918,MAY,64.4,42.7,53.5,83,03,36,27,0,0,0,0,0,0,0,350,2,0.93,41,1918-05-15,6,3,0,0,0
1918,JUN,81.9,54.5,68.2,93,20,40,01,0,8,0,0,0,0,0,49,152,0.43,38,1918-06-23,3,1,0,0,0
1918,JUL,84.7,58.6,71.7,101,18,48,04,0,11,0,0,0,1,0,11,227,0.17,13,1918-07-23,4,1,0,0,0
1918,AUG,78.4,53.4,65.8,94,25,44,28,0,4,0,0,0,0,0,70,101,0.55,16,1918-08-11,8,2,0,0,0
1918,SEP,78.5,51.1,64.8,89,19,37,25,0,0,0,0,0,0,0,53,55,0.24,18,1918-09-30,2,1,0,0,0
1918,OCT,61.7,43.1,52.4,77,02,30,30,0,0,0,0,2,0,0,384,1,1.31,46,1918-10-27,9,4,0,0,0
1918,NOV,44.8,32.2,38.5,55,13,17,27,0,0,2,0,12,0,0,787,0,1.43,39,1918-11-10,10,5,0,0,0
1918,DEC,36.8,27.2,32.0,55,03,5,31,0,0,12,0,23,0,0,1017,0,0.89,24,1918-12-19,10,4,0,0,1
1918,ANNUAL,60.0,40.7,50.34,101,,3,,0,23,29,0,97,1,0,5803,538,9.96,,0.51,96,37,1,0,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1919,JAN,38.4,25.1,31.7,56,22,0,01,0,0,9,0,23,0,1,1023,0,2.11,44,1919-01-22,11,7,0,0,0
1919,FEB,38.0,26.5,32.2,45,09,8,24,0,0,1,0,24,0,0,911,0,3.26,80,1919-02-25,20,9,1,0,0
1919,MAR,48.5,32.0,40.2,68,29,19,06,0,0,1,0,19,0,0,760,0,1.36,29,1919-03-17,12,6,0,0,0
1919,APR,61.1,39.1,50.1,75,27,30,15,0,0,0,0,4,0,0,441,0,0.93,25,1919-04-04,9,4,0,0,0
1919,MAY,66.4,44.5,55.4,88,21,35,13,0,0,0,0,0,0,0,301,11,0.76,22,1919-05-11,9,4,0,0,0
1919,JUN,76.4,48.4,62.4,96,19,36,01,0,2,0,0,0,0,0,122,52,0.01,01,1919-06-13,1,0,0,0,0
1919,JUL,87.1,56.5,71.8,102,15,47,18,0,15,0,0,0,0,0,9,231,0.07,05,1919-07-31,2,0,0,0,0
1919,AUG,83.9,55.8,69.8,95,18,47,29,0,6,0,0,0,0,0,16,175,1.02,73,1919-08-04,4,2,1,0,0
1919,SEP,72.1,45.4,58.8,87,03,28,29,0,0,0,0,2,0,0,191,10,0.46,18,1919-09-06,5,3,0,0,0
1919,OCT,54.5,32.4,43.5,76,07,12,25,0,0,0,0,17,0,0,660,0,0.69,17,1919-10-28,11,3,0,0,0
1919,NOV,40.2,28.3,34.2,61,16,7,27,0,0,7,0,21,0,0,913,0,1.87,30,1919-11-03,13,7,0,0,0
1919,DEC,30.0,15.2,22.6,55,24,-15,12,0,0,17,0,23,0,9,1307,0,1.36,40,1919-12-17,12,5,0,0,0
1919,ANNUAL,58.2,37.5,47.82,102,,-15,,0,23,35,0,133,0,10,6654,479,13.90,,0.80,109,50,2,0,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1920,JAN,34.3,23.1,28.7,50,17,6,23,0,0,16,0,26,0,0,1117,0,0.96,41,1920-01-24,7,3,0,0,0
1920,FEB,40.7,26.2,33.5,50,18,21,23,0,0,0,0,29,0,0,907,0,0.14,05,1920-02-27,3,0,0,0,0
1920,MAR,47.6,31.1,39.4,63,20,20,06,0,0,0,0,16,0,0,786,0,0.81,30,1920-03-04,8,3,0,0,0
1920,APR,54.1,35.2,44.6,74,26,23,03,0,0,0,0,9,0,0,606,0,1.44,28,1920-04-08,14,6,0,0,0
1920,MAY,63.8,42.3,53.0,80,07,36,24,0,0,0,0,0,0,0,362,0,1.02,38,1920-05-02,12,3,0,0,0
