Monthly Climate Data Summaries ( por - por )

Station:,SAN FRANCISCO DOWNTOWN,State:,CA,ID:,23272
Latitude:,37.7705 degreeN,Longitude:,122.4269 degreeW,Elevation:,150.0 feet
Station period of record:,maxt: 06/01/1874-10/22/2019; mint: 01/01/1875-10/22/2019; avgt: 01/01/1875-10/22/2019; hdd: 01/01/1875-10/22/2019; cdd: 01/01/1875-10/22/2019; pcpn: 01/01/1875-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1920,NOV,M,50.3,M,M,M,45,06,4,0,0,0,0,0,0,241,0,2.70,65,1920-11-15,12,8,2,0,0
1920,DEC,55.4,46.0,50.6,61,29,42,26,2,0,0,3,0,0,0,395,0,M,M,M,M,M,M,M,6
1920,ANNUAL,62.5,49.6,56.01,92,,38,,16,1,0,7,0,0,0,3069,35,17.68,,1.77,59,40,12,1,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1921,JAN,54.4,44.5,49.5,61,04,39,08,0,0,0,0,0,0,0,476,0,6.30,40,1921-01-17,13,9,4,1,0
1921,FEB,59.6,46.2,52.9,69,25,40,15,0,0,0,0,0,0,0,332,0,1.38,40,1921-02-13,8,5,0,0,0
1921,MAR,60.4,48.7,54.5,73,28,45,29,0,0,0,0,0,0,0,316,0,2.28,74,1921-03-22,9,5,2,0,0
1921,APR,62.2,47.7,54.9,86,27,43,04,0,0,0,0,0,0,0,308,13,0.54,46,1921-04-16,4,1,0,0,0
1921,MAY,60.5,48.2,54.3,71,11,44,02,0,0,0,0,0,0,0,322,0,0.52,15,1921-05-01,7,3,0,0,0
1921,JUN,69.3,53.5,61.4,90,21,49,08,0,1,0,0,0,0,0,132,33,T,T,1921-06-29,0,0,0,0,0
1921,JUL,66.9,52.6,59.8,94,06,50,31,0,2,0,0,0,0,0,199,46,0.00,00,1921-07-31,0,0,0,0,0
1921,AUG,65.4,53.7,59.5,77,15,51,03,0,0,0,0,0,0,0,164,2,0.00,00,1921-08-31,0,0,0,0,0
1921,SEP,71.1,55.5,63.3,93,28,52,16,0,2,0,0,0,0,0,90,44,0.35,20,1921-09-17,3,2,0,0,0
1921,OCT,68.1,54.9,61.5,85,19,50,27,0,0,0,0,0,0,0,118,18,0.52,18,1921-10-26,4,3,0,0,0
1921,NOV,64.1,51.5,57.8,79,04,45,20,0,0,0,0,0,0,0,220,11,1.43,61,1921-11-22,5,4,1,0,0
1921,DEC,57.7,48.1,52.9,66,03,44,25,0,0,0,0,0,0,0,367,0,6.39,03,1921-12-26,13,11,4,2,0
1921,ANNUAL,63.3,50.4,56.87,94,,39,,0,5,0,0,0,0,0,3044,167,19.71,,2.40,66,43,11,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1922,JAN,52.6,40.7,46.6,61,12,32,19,1,0,0,1,1,0,0,527,0,2.41,82,1922-01-29,8,5,3,0,0
1922,FEB,55.8,44.7,50.2,63,28,38,01,0,0,0,0,0,0,0,409,0,5.15,14,1922-02-08,16,8,4,2,0
1922,MAR,58.1,46.5,52.3,69,20,35,11,0,0,0,0,0,0,0,386,0,3.41,14,1922-03-04,13,9,2,1,0
1922,APR,60.3,46.7,53.5,75,19,44,15,1,0,0,0,0,0,0,328,0,0.47,44,1922-04-12,2,1,0,0,0
1922,MAY,66.2,49.9,58.0,87,14,44,09,0,0,0,0,0,0,0,223,15,0.55,30,1922-05-19,2,2,0,0,0
1922,JUN,67.0,53.0,60.0,84,24,50,21,0,0,0,0,0,0,0,153,9,0.26,24,1922-06-09,2,1,0,0,0
1922,JUL,65.8,54.5,60.2,74,15,50,30,0,0,0,0,0,0,0,141,0,T,T,1922-07-18,0,0,0,0,0
1922,AUG,67.2,53.6,60.4,81,31,51,09,0,0,0,0,0,0,0,142,7,T,T,1922-08-27,0,0,0,0,0
1922,SEP,71.6,55.0,63.3,91,08,52,30,0,1,0,0,0,0,0,77,33,T,T,1922-09-26,0,0,0,0,0
1922,OCT,67.1,54.1,60.6,81,22,49,25,0,0,0,0,0,0,0,140,12,2.95,41,1922-10-03,9,6,2,1,0
1922,NOV,60.3,48.3,54.3,65,26,43,30,0,0,0,0,0,0,0,311,0,3.77,04,1922-11-06,4,3,2,2,0
1922,DEC,55.4,45.9,50.6,61,13,41,23,0,0,0,0,0,0,0,440,0,7.77,13,1922-12-27,17,15,8,2,0
1922,ANNUAL,62.3,49.5,55.92,91,,32,,2,1,0,1,1,0,0,3277,76,26.74,,2.04,73,50,21,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1923,JAN,53.1,43.1,48.1,58,17,36,30,0,0,0,0,0,0,0,516,0,2.84,63,1923-01-23,11,9,2,0,0
1923,FEB,59.0,45.3,52.2,73,27,38,02,0,0,0,0,0,0,0,352,0,0.77,65,1923-02-11,3,2,1,0,0
1923,MAR,64.9,48.6,56.7,84,27,44,05,0,0,0,0,0,0,0,262,14,0.03,02,1923-03-02,2,0,0,0,0
1923,APR,62.5,49.7,56.1,79,14,46,03,0,0,0,0,0,0,0,261,0,3.92,03,1923-04-04,8,6,2,1,0
1923,MAY,64.1,50.4,57.2,81,14,47,02,0,0,0,0,0,0,0,238,4,0.06,04,1923-05-29,2,0,0,0,0
1923,JUN,63.1,51.3,57.2,69,24,49,03,0,0,0,0,0,0,0,228,0,0.06,03,1923-06-23,3,0,0,0,0
1923,JUL,67.4,54.2,60.8,82,27,51,02,0,0,0,0,0,0,0,128,4,0.00,00,1923-07-31,0,0,0,0,0
1923,AUG,68.1,55.3,61.7,83,25,52,07,0,0,0,0,0,0,0,109,13,0.01,01,1923-08-27,1,0,0,0,0
1923,SEP,71.6,56.3,63.9,87,05,52,10,0,0,0,0,0,0,0,76,51,0.44,32,1923-09-25,3,2,0,0,0
1923,OCT,69.6,55.3,62.5,86,19,50,28,0,0,0,0,0,0,0,98,29,0.50,27,1923-10-06,7,1,0,0,0
1923,NOV,68.2,53.5,60.8,78,15,51,29,0,0,0,0,0,0,0,121,2,0.49,29,1923-11-29,2,2,0,0,0
1923,DEC,56.5,45.6,51.1,65,10,42,31,0,0,0,0,0,0,0,424,0,1.91,18,1923-12-13,8,4,1,1,0
1923,ANNUAL,64.0,50.7,57.37,87,,36,,0,0,0,0,0,0,0,2813,117,11.03,,2.03,50,26,6,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1924,JAN,56.6,43.9,50.2,65,15,37,02,0,0,0,0,0,0,0,448,0,2.75,89,1924-01-27,6,4,3,0,0
1924,FEB,64.0,50.1,57.1,73,28,46,03,0,0,0,0,0,0,0,224,0,3.30,62,1924-02-06,6,4,2,2,0
1924,MAR,61.0,48.0,54.5,72,12,43,24,0,0,0,0,0,0,0,317,0,1.96,01,1924-03-02,8,4,1,1,0
1924,APR,64.7,50.2,57.5,86,06,47,15,0,0,0,0,0,0,0,229,11,0.30,27,1924-04-01,2,1,0,0,0
1924,MAY,66.1,52.1,59.1,88,28,47,09,0,0,0,0,0,0,0,194,20,T,T,1924-05-21,0,0,0,0,0
1924,JUN,66.5,53.1,59.8,87,20,51,27,0,0,0,0,0,0,0,157,9,0.00,00,1924-06-30,0,0,0,0,0
1924,JUL,64.7,53.4,59.0,70,31,50,07,0,0,0,0,0,0,0,179,0,0.00,00,1924-07-31,0,0,0,0,0
1924,AUG,65.0,53.2,59.1,71,26,52,26,0,0,0,0,0,0,0,174,0,0.01,01,1924-08-18,1,0,0,0,0
1924,SEP,70.4,54.5,62.5,88,11,51,24,0,0,0,0,0,0,0,100,30,T,T,1924-09-07,0,0,0,0,0
1924,OCT,65.7,53.2,59.5,83,02,48,12,0,0,0,0,0,0,0,173,10,2.98,90,1924-10-27,10,4,4,0,0
1924,NOV,63.0,50.4,56.7,73,22,46,11,0,0,0,0,0,0,0,242,0,1.50,53,1924-11-09,4,4,1,0,0
1924,DEC,52.5,43.2,47.9,62,08,36,26,0,0,0,0,0,0,0,522,0,7.37,85,1924-12-21,14,10,5,2,0
1924,ANNUAL,63.3,50.4,56.88,88,,36,,0,0,0,0,0,0,0,2959,80,20.17,,2.85,51,31,16,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1925,JAN,57.1,45.8,51.4,66,23,40,09,0,0,0,0,0,0,0,414,0,1.62,22,1925-01-25,6,3,1,1,0
1925,FEB,60.4,50.0,55.2,72,27,46,17,0,0,0,0,0,0,0,267,0,7.90,38,1925-02-12,14,11,7,3,0
1925,MAR,62.7,48.1,55.4,79,21,43,11,0,0,0,0,0,0,0,289,0,2.63,53,1925-03-30,7,4,1,1,0
1925,APR,63.0,50.9,57.0,77,14,47,21,0,0,0,0,0,0,0,239,5,2.73,34,1925-04-04,8,5,1,1,0
1925,MAY,65.3,52.7,59.0,83,02,48,08,0,0,0,0,0,0,0,182,4,4.02,34,1925-05-12,11,5,3,2,0
1925,JUN,68.4,52.5,60.0,95,24,50,15,0,2,0,1,0,0,0,149,12,0.05,05,1925-06-01,1,0,0,0,0
1925,JUL,67.6,54.8,61.2,79,16,51,31,0,0,0,0,0,0,0,117,7,0.06,06,1925-07-04,1,0,0,0,0
1925,AUG,67.3,55.0,61.1,84,25,51,05,0,0,0,0,0,0,0,124,12,T,T,1925-08-22,0,0,0,0,0
1925,SEP,69.0,56.4,62.7,81,22,53,14,0,0,0,0,0,0,0,68,6,0.45,28,1925-09-06,3,2,0,0,0
1925,OCT,69.4,54.9,62.1,85,20,52,18,0,0,0,0,0,0,0,107,27,0.31,26,1925-10-05,4,1,0,0,0
1925,NOV,61.9,51.4,56.6,66,22,47,26,0,0,0,0,0,0,0,242,0,2.32,47,1925-11-16,8,7,0,0,0
1925,DEC,58.0,47.4,52.7,70,07,40,30,0,0,0,0,0,0,0,371,0,1.01,36,1925-12-17,5,4,0,0,0
1925,ANNUAL,64.2,51.7,57.88,95,,40,,0,2,0,1,0,0,0,2569,73,23.10,,1.53,68,42,13,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1926,JAN,53.4,42.5,47.9,63,22,36,12,0,0,0,0,0,0,0,522,0,5.48,38,1926-01-28,7,5,3,2,0
1926,FEB,61.9,50.2,56.0,75,27,45,12,0,0,0,0,0,0,0,245,0,5.40,18,1926-02-02,12,9,5,1,0
1926,MAR,68.0,53.3,60.7,83,22,49,10,0,0,0,0,0,0,0,148,20,0.25,23,1926-03-18,2,1,0,0,0
1926,APR,68.4,54.8,61.6,89,25,52,18,0,0,0,0,0,0,0,119,24,5.26,89,1926-04-04,9,6,4,3,0
1926,MAY,68.5,53.6,61.1,82,11,51,25,0,0,0,0,0,0,0,128,11,0.15,07,1926-05-04,3,0,0,0,0
1926,JUN,66.0,52.3,59.1,86,05,50,24,0,0,0,0,0,0,0,176,5,T,T,1926-06-07,0,0,0,0,0
1926,JUL,68.6,53.6,61.1,86,15,51,25,0,0,0,0,0,0,0,122,10,0.00,00,1926-07-31,0,0,0,0,0
1926,AUG,67.8,53.8,60.8,87,23,50,04,0,0,0,0,0,0,0,133,13,0.04,04,1926-08-25,1,0,0,0,0
1926,SEP,68.4,53.9,61.2,88,24,48,27,0,0,0,0,0,0,0,127,18,T,T,1926-09-30,0,0,0,0,0
1926,OCT,71.6,55.2,63.4,83,27,52,31,0,0,0,0,0,0,0,71,30,1.90,31,1926-10-01,4,3,1,1,0
1926,NOV,67.6,54.2,60.9,79,07,49,04,0,0,0,0,0,0,0,119,4,7.21,43,1926-11-28,13,11,6,3,0
1926,DEC,56.5,46.5,51.5,68,04,39,26,0,0,0,0,0,0,0,412,0,1.04,32,1926-12-02,7,4,0,0,0
1926,ANNUAL,65.6,52.0,58.78,89,,36,,0,0,0,0,0,0,0,2322,135,26.73,,2.38,58,39,19,10,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1927,JAN,56.1,46.5,51.3,61,05,41,23,0,0,0,0,0,0,0,416,0,3.77,79,1927-01-10,13,10,1,0,0
1927,FEB,59.0,49.0,54.0,63,28,44,12,0,0,0,0,0,0,0,299,0,6.85,43,1927-02-03,18,11,6,1,0
1927,MAR,60.6,47.8,54.2,76,23,44,16,0,0,0,0,0,0,0,326,0,2.19,58,1927-03-13,8,5,1,0,0
1927,APR,63.0,48.3,55.7,82,23,40,10,0,0,0,0,0,0,0,276,5,1.95,46,1927-04-01,6,4,1,1,0
1927,MAY,66.0,50.4,58.2,88,24,48,09,0,0,0,0,0,0,0,221,15,0.10,05,1927-05-27,3,0,0,0,0
1927,JUN,66.5,53.2,59.8,93,30,49,01,0,2,0,0,0,0,0,175,27,0.38,38,1927-06-07,1,1,0,0,0
1927,JUL,64.8,52.5,58.7,72,21,50,21,0,0,0,0,0,0,0,187,0,T,T,1927-07-28,0,0,0,0,0
1927,AUG,65.6,54.1,59.9,81,31,51,09,0,0,0,0,0,0,0,154,3,T,T,1927-08-28,0,0,0,0,0
1927,SEP,69.3,55.5,62.4,76,30,53,23,0,0,0,0,0,0,0,79,6,T,T,1927-09-16,0,0,0,0,0
1927,OCT,71.4,53.6,62.5,86,12,48,14,0,0,0,0,0,0,0,97,27,1.93,22,1927-10-30,4,3,1,1,0
1927,NOV,63.7,52.5,58.1,77,03,44,23,0,0,0,0,0,0,0,205,6,3.18,36,1927-11-09,12,4,2,1,0
1927,DEC,56.9,46.7,51.8,72,03,43,23,0,0,0,0,0,0,0,402,0,3.94,73,1927-12-13,11,9,4,0,0
1927,ANNUAL,63.6,50.9,57.22,93,,40,,0,2,0,0,0,0,0,2837,89,24.29,,1.46,76,47,16,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1928,JAN,55.2,45.7,50.5,63,27,40,18,0,0,0,0,0,0,0,442,0,1.43,38,1928-01-22,9,7,0,0,0
1928,FEB,61.4,48.8,55.1,67,09,44,13,0,0,0,0,0,0,0,278,0,1.97,04,1928-02-03,8,4,1,1,0
1928,MAR,64.1,52.4,58.2,77,17,47,28,0,0,0,0,0,0,0,201,0,4.65,69,1928-03-23,15,9,3,1,0
1928,APR,64.6,50.9,57.7,80,07,45,03,0,0,0,0,0,0,0,215,6,1.31,98,1928-04-02,6,2,1,0,0
1928,MAY,65.3,52.5,58.9,77,12,50,24,0,0,0,0,0,0,0,182,0,0.26,26,1928-05-08,1,1,0,0,0
1928,JUN,68.2,52.9,60.5,85,06,50,16,0,0,0,0,0,0,0,135,9,T,T,1928-06-23,0,0,0,0,0
1928,JUL,64.4,52.9,58.7,75,07,50,17,0,0,0,0,0,0,0,188,0,T,T,1928-07-27,0,0,0,0,0
1928,AUG,64.4,52.3,58.3,72,11,50,29,0,0,0,0,0,0,0,202,0,T,T,1928-08-29,0,0,0,0,0
1928,SEP,69.0,53.7,61.4,99,21,50,05,0,3,0,0,0,0,0,152,49,0.03,02,1928-09-11,2,0,0,0,0
1928,OCT,66.5,52.6,59.5,87,08,49,30,0,0,0,0,0,0,0,173,11,0.13,10,1928-10-29,3,1,0,0,0
1928,NOV,62.6,50.2,56.4,70,01,45,30,0,0,0,0,0,0,0,251,0,3.35,48,1928-11-12,6,4,3,1,0
1928,DEC,54.8,44.5,49.6,63,27,36,24,0,0,0,0,0,0,0,467,0,4.89,40,1928-12-02,8,5,4,2,0
1928,ANNUAL,63.3,50.8,57.06,99,,36,,0,3,0,0,0,0,0,2886,75,18.02,,1.69,58,33,12,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1929,JAN,52.7,42.2,47.5,59,30,36,13,0,0,0,0,0,0,0,536,0,1.32,69,1929-01-15,6,4,1,0,0
1929,FEB,58.7,44.9,51.8,72,28,35,07,0,0,0,0,0,0,0,363,0,2.14,90,1929-02-03,5,3,2,0,0
1929,MAR,60.8,47.6,54.2,81,03,43,24,0,0,0,0,0,0,0,329,4,1.56,54,1929-03-09,7,5,1,0,0
1929,APR,59.3,47.4,53.4,71,01,40,06,0,0,0,0,0,0,0,340,0,1.01,36,1929-04-03,8,3,0,0,0
1929,MAY,63.2,49.8,56.5,81,11,47,06,0,0,0,0,0,0,0,254,1,0.01,01,1929-05-31,1,0,0,0,0
1929,JUN,71.0,54.5,62.3,95,21,50,01,0,3,0,1,0,0,0,117,46,0.86,52,1929-06-15,6,3,1,0,0
1929,JUL,68.2,54.8,61.5,85,02,52,22,0,0,0,0,0,0,0,110,11,T,T,1929-07-31,0,0,0,0,0
1929,AUG,67.2,55.0,61.1,77,19,52,17,0,0,0,0,0,0,0,113,2,0.00,00,1929-08-31,0,0,0,0,0
1929,SEP,68.2,54.6,61.4,79,14,51,29,0,0,0,0,0,0,0,104,5,T,T,1929-09-06,0,0,0,0,0
1929,OCT,71.8,55.2,63.5,90,22,50,26,0,1,0,0,0,0,0,91,50,0.01,01,1929-10-17,1,0,0,0,0
1929,NOV,68.8,50.6,59.7,82,03,46,15,0,0,0,0,0,0,0,162,9,0.00,00,1929-11-30,0,0,0,0,0
1929,DEC,58.4,49.8,54.1,74,05,39,30,0,0,0,0,0,0,0,333,0,3.09,27,1929-12-10,7,4,2,2,0
1929,ANNUAL,64.0,50.6,57.26,95,,35,,0,4,0,1,0,0,0,2852,128,10.00,,1.27,41,22,7,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1930,JAN,54.4,44.9,49.7,67,31,37,11,0,0,0,0,0,0,0,466,0,4.99,18,1930-01-15,14,10,5,1,0
1930,FEB,63.5,49.6,56.5,78,14,43,27,0,0,0,0,0,0,0,236,6,2.94,88,1930-02-22,8,7,2,0,0
1930,MAR,64.3,50.6,57.5,82,26,44,15,0,0,0,0,0,0,0,247,21,3.53,24,1930-03-04,6,4,4,1,0
1930,APR,66.0,52.5,59.2,76,05,47,13,0,0,0,0,0,0,0,168,1,1.56,14,1930-04-13,8,2,1,1,0
1930,MAY,62.1,50.1,56.1,77,22,46,07,0,0,0,0,0,0,0,271,1,0.16,14,1930-05-03,2,1,0,0,0
1930,JUN,67.4,52.4,59.9,79,05,50,02,0,0,0,0,0,0,0,144,1,T,T,1930-06-19,0,0,0,0,0
1930,JUL,65.1,52.2,58.6,84,30,50,12,0,0,0,0,0,0,0,196,7,0.00,00,1930-07-31,0,0,0,0,0
1930,AUG,67.9,55.1,61.5,77,20,52,06,0,0,0,0,0,0,0,104,3,0.00,00,1930-08-31,0,0,0,0,0
1930,SEP,67.8,57.0,62.4,75,26,54,06,0,0,0,0,0,0,0,74,4,0.10,07,1930-09-24,3,0,0,0,0
1930,OCT,71.6,54.7,63.2,92,06,52,23,0,1,0,0,0,0,0,87,39,0.89,51,1930-10-12,3,2,1,0,0
1930,NOV,65.3,50.7,58.0,79,11,45,18,0,0,0,0,0,0,0,213,9,1.56,03,1930-11-15,8,3,1,1,0
1930,DEC,57.8,46.4,52.1,63,16,39,24,0,0,0,0,0,0,0,393,0,0.98,89,1930-12-31,3,1,1,0,0
1930,ANNUAL,64.4,51.4,57.88,92,,37,,0,1,0,0,0,0,0,2599,92,16.71,,1.24,55,30,15,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1931,JAN,57.7,46.9,52.3,68,29,43,17,0,0,0,0,0,0,0,387,0,5.47,59,1931-01-05,11,8,5,1,0
1931,FEB,62.2,51.2,56.7,69,28,48,26,0,0,0,0,0,0,0,227,0,1.10,41,1931-02-18,12,3,0,0,0
1931,MAR,66.5,51.5,59.0,76,02,48,29,0,0,0,0,0,0,0,177,0,1.68,93,1931-03-11,7,3,1,0,0
1931,APR,67.3,50.7,59.0,84,20,48,19,0,0,0,0,0,0,0,174,5,0.31,21,1931-04-26,3,1,0,0,0
1931,MAY,69.5,53.7,61.3,90,19,50,05,0,1,0,1,0,0,0,132,29,1.10,08,1931-05-24,2,1,1,1,0
1931,JUN,68.0,56.0,62.0,84,25,52,04,0,0,0,0,0,0,0,92,11,0.32,19,1931-06-15,3,2,0,0,0
1931,JUL,69.1,54.6,61.7,95,04,51,31,1,1,0,0,0,0,0,118,26,T,T,1931-07-24,0,0,0,0,0
1931,AUG,67.6,53.2,60.4,89,23,51,18,0,0,0,0,0,0,0,152,18,0.00,00,1931-08-31,0,0,0,0,0
1931,SEP,70.2,55.3,62.8,86,30,52,26,0,0,0,0,0,0,0,92,30,T,T,1931-09-28,0,0,0,0,0
1931,OCT,66.5,53.0,59.8,83,01,49,26,0,0,0,0,0,0,0,166,16,0.68,42,1931-10-22,3,3,0,0,0
1931,NOV,61.1,47.8,54.5,80,06,39,23,0,0,0,0,0,0,0,313,5,2.93,98,1931-11-14,10,3,1,1,0
1931,DEC,54.0,44.8,49.4,60,04,39,14,0,0,0,0,0,0,0,477,0,9.24,94,1931-12-27,20,15,7,2,0
1931,ANNUAL,65.0,51.6,58.21,95,,39,,1,2,0,1,0,0,0,2507,140,22.83,,1.98,71,39,15,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1932,JAN,54.7,43.9,49.3,68,10,38,14,0,0,0,0,0,0,0,480,0,3.23,65,1932-01-14,14,8,2,0,0
1932,FEB,58.2,44.6,51.4,75,27,35,02,0,0,0,0,0,0,0,387,0,3.00,96,1932-02-08,7,4,3,0,0
1932,MAR,64.5,49.7,57.1,77,30,45,06,0,0,0,0,0,0,0,238,0,0.86,61,1932-03-14,6,3,1,0,0
1932,APR,62.6,49.3,56.0,79,10,45,05,0,0,0,0,0,0,0,263,0,0.47,18,1932-04-24,8,1,0,0,0
1932,MAY,64.7,52.1,58.4,84,26,50,17,0,0,0,0,0,0,0,210,10,0.65,26,1932-05-28,6,3,0,0,0
1932,JUN,66.1,52.2,59.2,82,08,49,18,0,0,0,0,0,0,0,173,6,0.03,03,1932-06-14,1,0,0,0,0
1932,JUL,66.5,52.9,59.7,74,08,50,25,0,0,0,0,0,0,0,158,0,T,T,1932-07-13,0,0,0,0,0
1932,AUG,68.1,53.8,61.0,86,31,51,18,0,0,0,0,0,0,0,127,11,0.00,00,1932-08-31,0,0,0,0,0
1932,SEP,70.7,55.2,63.0,100,09,52,05,0,1,0,0,0,0,0,92,39,0.00,00,1932-09-30,0,0,0,0,0
1932,OCT,69.4,54.9,62.1,80,27,51,31,0,0,0,0,0,0,0,95,15,0.01,01,1932-10-22,1,0,0,0,0
1932,NOV,68.2,53.1,60.7,82,17,49,30,0,0,0,0,0,0,0,137,16,1.00,51,1932-11-30,7,4,1,0,0
1932,DEC,53.0,41.9,47.5,65,06,27,11,0,0,0,0,2,0,0,538,0,2.75,07,1932-12-19,9,5,2,1,0
1932,ANNUAL,63.9,50.3,57.10,100,,27,,0,1,0,0,2,0,0,2898,97,12.00,,1.07,59,28,9,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1933,JAN,52.3,41.7,47.0,65,13,36,10,0,0,0,0,0,0,0,552,0,5.68,17,1933-01-18,14,10,5,1,0
1933,FEB,58.2,44.2,51.2,65,25,40,02,0,0,0,0,0,0,0,379,0,1.13,58,1933-02-11,3,3,1,0,0
1933,MAR,62.0,48.9,55.4,73,19,44,23,0,0,0,0,0,0,0,290,0,2.93,67,1933-03-16,11,8,3,0,0
1933,APR,62.4,48.6,55.5,82,13,43,18,0,0,0,0,0,0,0,286,9,0.06,04,1933-04-29,2,0,0,0,0
1933,MAY,61.0,49.3,55.1,85,27,47,14,0,0,0,0,0,0,0,302,5,1.36,75,1933-05-07,7,3,1,0,0
1933,JUN,64.2,51.0,57.6,73,13,49,15,0,0,0,0,0,0,0,214,0,0.01,01,1933-06-04,1,0,0,0,0
1933,JUL,66.6,52.4,59.5,82,11,49,25,0,0,0,0,0,0,0,165,4,0.00,00,1933-07-31,0,0,0,0,0
1933,AUG,66.3,53.3,59.8,82,16,50,13,0,0,0,0,0,0,0,163,9,T,T,1933-08-26,0,0,0,0,0
1933,SEP,68.1,54.2,61.1,82,30,50,14,0,0,0,0,0,0,0,118,8,0.14,11,1933-09-24,2,1,0,0,0
1933,OCT,70.4,54.3,62.3,92,05,50,27,0,1,0,0,0,0,0,132,57,1.49,91,1933-10-29,4,2,1,0,0
1933,NOV,68.1,51.9,60.0,80,13,46,30,0,0,0,0,0,0,0,148,6,0.00,00,1933-11-30,0,0,0,0,0
1933,DEC,55.0,46.0,50.5,64,12,39,26,0,0,0,0,0,0,0,443,0,4.19,27,1933-12-29,11,11,2,1,0
1933,ANNUAL,62.9,49.7,56.28,92,,36,,0,1,0,0,0,0,0,3192,98,16.99,,1.27,55,38,13,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1934,JAN,57.3,46.4,51.8,72,25,40,10,0,0,0,0,0,0,0,400,0,1.03,66,1934-01-01,7,2,1,0,0
1934,FEB,61.2,50.0,55.6,67,12,44,01,0,0,0,0,0,0,0,256,0,4.68,19,1934-02-25,13,9,3,2,0
