Monthly Climate Data Summaries ( por - por )

Station:,SAN FRANCISCO DOWNTOWN,State:,CA,ID:,23272
Latitude:,37.7705 degreeN,Longitude:,122.4269 degreeW,Elevation:,150.0 feet
Station period of record:,maxt: 06/01/1874-10/22/2019; mint: 01/01/1875-10/22/2019; avgt: 01/01/1875-10/22/2019; hdd: 01/01/1875-10/22/2019; cdd: 01/01/1875-10/22/2019; pcpn: 01/01/1875-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,FEB,59.9,49.9,54.9,68,15,43,26,0,0,0,0,0,0,0,278,0,3.02,33,1907-02-02,8,7,2,1,0
1907,MAR,56.5,45.6,51.0,69,30,38,25,0,0,0,0,0,0,0,426,0,8.60,55,1907-03-18,20,17,6,3,0
1907,APR,62.9,50.6,56.8,81,19,45,03,1,0,0,0,0,0,0,239,6,0.11,08,1907-04-04,4,0,0,0,0
1907,MAY,62.3,50.5,56.4,80,26,47,15,0,0,0,0,0,0,0,261,1,0.04,01,1907-05-31,4,0,0,0,0
1907,JUN,M,51.2,M,M,M,48,26,30,M,M,0,0,0,0,M,M,1.28,73,1907-06-13,6,2,1,0,0
1907,JUL,63.8,52.2,58.0,78,02,50,18,0,0,0,0,0,0,0,208,0,T,T,1907-07-20,0,0,0,0,0
1907,AUG,65.1,53.8,59.5,74,10,51,17,2,0,0,0,0,0,0,154,0,0.02,02,1907-08-08,1,0,0,0,0
1907,SEP,66.4,54.9,60.6,78,02,53,30,0,0,0,0,0,0,0,129,5,0.11,11,1907-09-03,1,1,0,0,0
1907,OCT,66.8,54.5,60.6,90,04,51,13,0,1,0,0,0,0,0,148,20,1.29,77,1907-10-25,6,3,1,0,2
1907,NOV,64.7,50.9,57.8,78,08,45,27,0,0,0,0,0,0,0,207,0,0.04,02,1907-11-01,3,0,0,0,0
1907,DEC,56.9,47.8,52.4,68,01,41,24,0,0,0,0,0,0,0,385,0,3.66,95,1907-12-10,14,9,2,0,0
1907,ANNUAL,61.5,50.4,55.88,90,,36,,33,1,0,0,0,0,0,2983,32,22.58,,1.55,88,50,15,4,2

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1908,JAN,55.6,46.2,50.9,64,11,40,08,0,0,0,0,0,0,0,432,0,4.88,09,1908-01-20,16,10,2,1,0
1908,FEB,56.4,45.4,50.9,65,25,40,03,0,0,0,0,0,0,0,401,0,5.39,04,1908-02-01,9,6,5,2,0
1908,MAR,62.5,47.2,54.9,76,22,40,06,0,0,0,0,0,0,0,308,1,0.90,38,1908-03-05,8,3,0,0,0
1908,APR,63.9,49.2,56.5,85,28,45,22,1,0,0,0,0,0,0,246,7,0.22,10,1908-04-21,4,1,0,0,0
1908,MAY,62.2,48.5,55.4,79,27,46,12,0,0,0,0,0,0,0,292,0,0.76,24,1908-05-14,6,4,0,0,0
1908,JUN,M,48.6,M,M,M,46,04,30,M,M,0,0,0,0,M,M,0.01,01,1908-06-08,1,0,0,0,0
1908,JUL,62.9,51.7,57.3,77,17,48,02,0,0,0,0,0,0,0,232,2,0.02,02,1908-07-12,1,0,0,0,0
1908,AUG,62.2,51.9,57.0,80,30,50,18,1,0,0,0,0,0,0,238,3,0.01,01,1908-08-13,1,0,0,0,0
1908,SEP,68.0,53.0,60.5,89,29,50,30,0,0,0,0,0,0,0,160,32,0.13,05,1908-09-16,4,0,0,0,0
1908,OCT,66.3,51.3,58.8,82,25,47,28,0,0,0,0,0,0,0,191,7,0.61,31,1908-10-14,5,2,0,0,0
1908,NOV,61.7,49.2,55.5,74,03,44,29,0,0,0,0,0,0,0,278,0,1.34,70,1908-11-25,4,3,1,0,0
1908,DEC,51.5,42.6,47.1,61,10,35,21,0,0,0,0,0,0,0,550,0,2.15,96,1908-12-04,11,5,1,0,0
1908,ANNUAL,61.2,48.7,54.96,89,,35,,32,0,0,0,0,0,0,3328,52,16.42,,2.09,70,34,9,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1909,JAN,55.3,47.7,51.5,60,20,38,12,0,0,0,0,0,0,0,412,0,10.51,24,1909-01-19,26,20,11,1,0
1909,FEB,56.5,46.1,51.3,62,17,42,07,0,0,0,0,0,0,0,379,0,7.53,17,1909-02-11,18,14,6,1,0
1909,MAR,57.3,46.3,51.8,67,12,41,29,0,0,0,0,0,0,0,402,0,3.27,02,1909-03-20,13,8,2,1,0
1909,APR,65.0,48.2,56.6,80,30,44,04,0,0,0,0,0,0,0,247,2,T,T,1909-04-17,0,0,0,0,0
1909,MAY,60.9,48.1,54.5,80,31,44,22,0,0,0,0,0,0,0,320,1,T,T,1909-05-27,0,0,0,0,0
1909,JUN,M,50.1,M,M,M,47,03,30,M,M,0,0,0,0,M,M,T,T,1909-06-18,0,0,0,0,0
1909,JUL,64.4,51.1,57.8,77,12,49,02,0,0,0,0,0,0,0,219,0,T,T,1909-07-31,0,0,0,0,0
1909,AUG,64.2,51.1,57.7,82,16,49,10,2,0,0,0,0,0,0,209,4,0.00,00,1909-08-31,0,0,0,0,0
1909,SEP,69.5,53.8,61.6,93,15,50,19,0,3,0,0,0,0,0,146,54,0.80,57,1909-09-25,4,2,1,0,0
1909,OCT,66.1,52.8,59.5,86,10,48,26,0,0,0,0,0,0,0,189,26,1.23,49,1909-10-01,7,4,0,0,0
1909,NOV,60.4,49.5,55.0,74,03,43,27,0,0,0,0,0,0,0,296,0,2.43,49,1909-11-08,12,8,0,0,0
1909,DEC,54.2,44.3,49.2,63,15,38,04,0,0,0,0,0,0,0,480,0,5.59,40,1909-12-08,14,7,5,2,0
1909,ANNUAL,61.2,49.1,55.12,93,,38,,32,3,0,0,0,0,0,3299,87,31.36,,1.40,94,63,25,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1910,JAN,50.9,41.8,46.4,59,28,36,03,0,0,0,0,0,0,0,570,0,3.24,74,1910-01-13,14,8,3,0,0
1910,FEB,55.8,44.9,50.3,64,13,38,03,0,0,0,0,0,0,0,403,0,2.09,46,1910-02-09,13,6,0,0,0
1910,MAR,61.6,48.2,54.9,77,09,44,27,0,0,0,0,0,0,0,306,0,3.78,06,1910-03-21,11,7,4,1,0
1910,APR,64.5,49.9,57.2,87,23,46,18,1,0,0,0,0,0,0,233,15,0.31,18,1910-04-10,4,1,0,0,0
1910,MAY,65.9,51.5,58.7,90,30,48,04,0,1,0,0,0,0,0,209,22,0.03,02,1910-05-10,2,0,0,0,0
1910,JUN,M,49.9,M,M,M,48,17,30,M,M,0,0,0,0,M,M,0.02,02,1910-06-13,1,0,0,0,0
1910,JUL,62.1,50.8,56.5,76,05,48,07,0,0,0,0,0,0,0,255,0,T,T,1910-07-19,0,0,0,0,0
1910,AUG,62.2,50.9,56.6,79,29,48,31,2,0,0,0,0,0,0,240,4,0.00,00,1910-08-31,0,0,0,0,0
1910,SEP,64.6,50.7,57.7,82,30,48,22,0,0,0,0,0,0,0,221,7,0.05,04,1910-09-15,2,0,0,0,0
1910,OCT,69.4,52.9,61.2,89,07,47,28,0,0,0,0,0,0,0,157,44,0.65,39,1910-10-11,3,2,0,0,0
1910,NOV,60.3,49.4,54.8,76,01,44,26,0,0,0,0,0,0,0,296,0,0.48,25,1910-11-24,6,1,0,0,0
1910,DEC,58.5,47.5,52.9,68,18,43,30,1,0,0,0,0,0,0,357,0,1.73,84,1910-12-03,5,3,2,0,0
1910,ANNUAL,61.5,49.1,55.23,90,,36,,34,1,0,0,0,0,0,3247,92,12.38,,1.06,61,28,9,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1911,JAN,56.3,45.8,51.0,72,06,41,22,0,0,0,0,0,0,0,424,0,13.79,73,1911-01-13,18,15,13,5,0
1911,FEB,54.9,43.7,49.3,67,18,38,27,0,0,0,0,0,0,0,433,0,3.02,66,1911-02-10,11,8,1,0,0
1911,MAR,60.3,48.4,54.4,79,30,42,02,0,0,0,0,0,0,0,324,2,4.57,64,1911-03-06,10,9,3,1,0
1911,APR,59.0,48.2,53.6,73,17,42,12,0,0,0,0,0,0,0,333,0,0.89,51,1911-04-04,6,2,1,0,0
1911,MAY,62.2,49.2,55.7,85,21,46,24,3,0,0,0,0,0,0,265,12,0.28,15,1911-05-05,4,1,0,0,0
1911,JUN,60.7,49.2,54.6,77,30,47,11,0,0,0,2,0,0,0,285,0,0.03,03,1911-06-06,1,0,0,0,0
1911,JUL,M,50.8,M,M,M,49,30,5,0,0,0,0,0,0,221,4,T,T,1911-07-17,0,0,0,0,0
1911,AUG,62.2,51.1,56.6,79,20,49,30,0,0,0,0,0,0,0,254,2,0.00,00,1911-08-31,0,0,0,0,0
1911,SEP,66.9,53.2,60.0,82,18,49,20,2,0,0,2,0,0,0,136,6,T,T,1911-09-25,0,0,0,0,0
1911,OCT,68.5,53.3,60.9,87,16,50,29,0,0,0,0,0,0,0,149,32,0.28,16,1911-10-01,3,2,0,0,0
1911,NOV,M,49.5,M,M,M,42,11,4,0,0,0,0,0,0,205,1,0.60,28,1911-11-09,5,3,0,0,0
1911,DEC,58.1,46.1,52.1,71,13,39,29,2,0,0,2,0,0,0,367,0,M,M,M,M,M,M,M,6
1911,ANNUAL,61.3,49.1,55.12,87,,38,,16,0,0,6,0,0,0,3396,59,24.75,,1.73,65,45,18,6,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1912,JAN,56.5,47.1,51.8,65,31,40,05,0,0,0,0,0,0,0,402,0,2.47,72,1912-01-25,12,8,1,0,0
1912,FEB,60.6,48.7,54.7,68,28,44,26,0,0,0,0,0,0,0,294,0,0.41,15,1912-02-07,5,2,0,0,0
1912,MAR,57.2,47.5,52.3,67,18,43,09,0,0,0,0,0,0,0,384,0,4.10,07,1912-03-05,10,5,2,1,0
1912,APR,58.1,47.5,52.8,66,14,44,12,0,0,0,0,0,0,0,358,0,1.38,64,1912-04-10,11,4,1,0,0
1912,MAY,62.9,51.0,56.9,87,31,46,12,2,0,0,0,0,0,0,233,7,1.47,71,1912-05-25,8,3,1,0,0
1912,JUN,67.5,53.3,60.5,93,02,48,18,0,1,0,2,0,0,0,144,25,0.81,47,1912-06-23,6,2,0,0,0
1912,JUL,M,52.3,M,M,M,49,12,5,0,0,0,0,0,0,178,0,T,T,1912-07-31,0,0,0,0,0
1912,AUG,66.5,53.3,59.9,77,07,50,05,0,0,0,0,0,0,0,150,0,0.00,00,1912-08-31,0,0,0,0,0
1912,SEP,70.8,56.5,63.7,94,18,52,26,2,1,0,2,0,0,0,90,61,1.25,09,1912-09-06,4,2,1,1,0
1912,OCT,68.1,51.8,60.0,81,02,48,24,0,0,0,0,0,0,0,161,14,0.49,26,1912-10-25,5,2,0,0,0
1912,NOV,M,50.8,M,M,M,46,29,4,0,0,0,0,0,0,197,0,1.94,65,1912-11-05,9,6,1,0,1
1912,DEC,M,46.2,M,M,M,41,27,4,0,0,3,0,0,0,337,0,M,M,M,M,M,M,M,8
1912,ANNUAL,62.7,50.5,56.58,94,,40,,17,2,0,7,0,0,0,2928,107,15.49,,2.07,74,36,9,2,9

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1913,JAN,53.6,41.3,47.5,68,31,33,06,0,0,0,0,0,0,0,532,0,3.84,04,1913-01-08,10,8,2,1,0
1913,FEB,58.5,46.2,52.4,70,15,41,22,0,0,0,0,0,0,0,347,0,0.43,21,1913-02-23,4,1,0,0,0
1913,MAR,59.9,45.4,52.7,77,07,40,24,0,0,0,0,0,0,0,377,0,1.47,61,1913-03-17,8,3,1,0,0
1913,APR,62.0,48.9,55.5,85,24,45,30,0,0,0,0,0,0,0,288,8,0.60,22,1913-04-05,6,3,0,0,0
1913,MAY,62.5,50.5,56.5,78,30,48,16,2,0,0,0,0,0,0,243,1,0.63,26,1913-05-27,4,3,0,0,0
1913,JUN,63.8,52.5,57.9,73,21,50,12,0,0,0,2,0,0,0,191,0,0.02,01,1913-06-23,2,0,0,0,0
1913,JUL,M,54.2,M,M,M,50,14,5,1,0,0,0,0,0,122,14,0.07,06,1913-07-22,2,0,0,0,0
1913,AUG,68.5,55.7,62.1,86,06,52,30,0,0,0,0,0,0,0,94,14,0.01,01,1913-08-28,1,0,0,0,0
1913,SEP,72.7,56.1,64.4,101,16,52,13,2,3,0,2,0,0,0,73,66,0.00,00,1913-09-30,0,0,0,0,0
1913,OCT,70.0,53.0,61.5,90,19,48,27,0,2,0,0,0,0,0,136,36,0.35,35,1913-10-31,1,1,0,0,0
1913,NOV,M,50.6,M,M,M,46,24,4,0,0,0,0,0,0,238,0,6.22,21,1913-11-18,15,10,5,1,0
1913,DEC,55.0,45.4,50.2,66,01,41,20,2,0,0,3,0,0,0,410,0,M,M,M,M,M,M,M,6
1913,ANNUAL,62.8,50.0,56.35,101,,33,,15,6,0,7,0,0,0,3051,139,16.88,,2.21,62,36,10,2,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1914,JAN,56.2,46.8,51.5,63,03,42,16,0,0,0,0,0,0,0,410,0,9.76,86,1914-01-12,16,15,9,3,0
1914,FEB,60.0,47.9,53.9,67,28,43,04,0,0,0,0,0,0,0,303,0,5.04,22,1914-02-20,8,6,4,1,0
1914,MAR,65.3,51.5,58.4,86,18,43,29,0,0,0,0,0,0,0,229,32,1.09,94,1914-03-29,4,1,1,0,0
1914,APR,64.7,51.8,58.2,83,18,48,28,0,0,0,0,0,0,0,199,5,0.99,46,1914-04-04,7,2,0,0,0
1914,MAY,61.2,51.0,56.1,71,11,48,18,3,0,0,0,0,0,0,242,0,0.37,24,1914-05-22,5,1,0,0,0
1914,JUN,62.7,50.5,56.6,84,27,48,06,0,0,0,2,0,0,0,236,9,0.29,15,1914-06-06,3,2,0,0,0
1914,JUL,M,52.0,M,M,M,49,30,5,0,0,0,0,0,0,198,0,0.02,02,1914-07-11,1,0,0,0,0
1914,AUG,63.4,53.0,58.2,83,01,51,23,0,0,0,0,0,0,0,207,3,0.00,00,1914-08-31,0,0,0,0,0
1914,SEP,68.0,54.2,61.1,92,10,51,24,2,1,0,2,0,0,0,123,22,T,T,1914-09-18,0,0,0,0,0
1914,OCT,69.3,54.8,62.0,89,14,50,23,0,0,0,0,0,0,0,104,21,0.29,25,1914-10-17,3,1,0,0,0
1914,NOV,M,51.2,M,M,M,45,30,4,0,0,0,0,0,0,125,1,0.70,35,1914-11-30,6,2,0,0,0
1914,DEC,53.4,44.2,48.8,67,22,41,20,2,0,0,3,0,0,0,445,0,M,M,M,M,M,M,M,6
1914,ANNUAL,62.9,50.8,56.86,92,,41,,16,1,0,7,0,0,0,2821,93,23.78,,2.22,67,38,19,6,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1915,JAN,56.1,45.5,50.8,63,22,42,23,0,0,0,0,0,0,0,432,0,6.74,09,1915-01-31,18,14,4,1,0
1915,FEB,57.9,47.8,52.8,62,06,44,21,0,0,0,0,0,0,0,334,0,7.36,16,1915-02-02,20,17,6,1,0
1915,MAR,65.0,50.8,57.9,81,22,46,07,0,0,0,0,0,0,0,223,10,3.02,21,1915-03-27,9,4,3,1,0
1915,APR,62.7,51.5,57.1,74,09,48,30,0,0,0,0,0,0,0,232,0,0.62,25,1915-04-07,6,2,0,0,0
1915,MAY,62.9,52.1,57.5,81,27,46,02,3,0,0,0,0,0,0,205,3,3.17,05,1915-05-11,11,7,1,1,0
1915,JUN,66.0,51.9,59.0,83,03,48,14,0,0,0,2,0,0,0,170,12,0.00,00,1915-06-30,0,0,0,0,0
1915,JUL,M,53.5,M,M,M,51,31,5,0,0,0,0,0,0,117,5,0.01,01,1915-07-04,1,0,0,0,0
1915,AUG,68.4,54.2,61.3,86,28,50,19,0,0,0,0,0,0,0,126,18,0.00,00,1915-08-31,0,0,0,0,0
1915,SEP,69.6,55.0,62.0,82,29,52,27,1,0,0,2,0,0,0,78,4,0.00,00,1915-09-30,0,0,0,0,0
1915,OCT,70.1,52.5,61.3,85,03,49,20,0,0,0,0,0,0,0,131,22,0.01,01,1915-10-23,1,0,0,0,0
1915,NOV,M,49.6,M,M,M,45,14,4,0,0,0,0,0,0,222,0,0.92,47,1915-11-08,7,3,0,0,0
1915,DEC,58.2,47.9,53.2,66,02,43,24,2,0,0,3,0,0,0,323,0,M,M,M,M,M,M,M,6
1915,ANNUAL,63.9,51.0,57.47,86,,42,,15,0,0,7,0,0,0,2593,74,28.22,,3.28,81,52,16,6,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1916,JAN,51.6,42.4,47.0,58,02,37,29,0,0,0,0,0,0,0,550,0,14.59,01,1916-01-02,26,18,13,6,0
1916,FEB,62.2,49.5,55.9,72,16,41,01,0,0,0,0,0,0,0,258,0,3.77,60,1916-02-04,15,7,2,1,0
1916,MAR,64.0,49.2,56.6,77,13,44,24,0,0,0,0,0,0,0,253,2,1.33,65,1916-03-04,6,5,1,0,0
1916,APR,65.2,50.0,57.6,83,30,46,09,0,0,0,0,0,0,0,222,8,0.00,00,1916-04-30,0,0,0,0,0
1916,MAY,63.3,48.7,56.0,79,01,46,07,3,0,0,0,0,0,0,242,0,0.07,07,1916-05-06,1,0,0,0,0
1916,JUN,64.3,50.2,57.1,76,06,47,14,0,0,0,2,0,0,0,212,0,T,T,1916-06-30,0,0,0,0,0
1916,JUL,M,52.6,M,M,M,49,28,5,0,0,0,0,0,0,121,12,0.03,03,1916-07-01,1,0,0,0,0
1916,AUG,65.0,52.0,58.5,84,20,48,07,0,0,0,0,0,0,0,201,6,0.29,21,1916-08-14,3,1,0,0,0
1916,SEP,71.0,53.9,62.5,87,27,50,20,2,0,0,2,0,0,0,92,25,1.20,72,1916-09-30,3,2,1,0,0
1916,OCT,63.0,50.8,56.9,77,25,46,29,0,0,0,0,0,0,0,244,0,0.52,21,1916-10-09,7,2,0,0,0
1916,NOV,M,47.2,M,M,M,44,29,4,0,0,0,0,0,0,262,0,1.50,57,1916-11-25,5,5,1,0,0
1916,DEC,55.4,43.4,49.5,62,16,37,28,2,0,0,3,0,0,0,427,0,M,M,M,M,M,M,M,6
1916,ANNUAL,62.8,49.2,56.00,87,,37,,16,0,0,7,0,0,0,3084,53,27.27,,2.01,78,47,21,9,6

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1917,JAN,54.3,40.8,47.6,63,25,34,16,0,0,0,0,0,0,0,532,0,1.83,98,1917-01-02,8,5,1,0,0
1917,FEB,59.3,44.8,52.0,73,15,37,01,0,0,0,0,0,0,0,357,0,3.81,03,1917-02-21,11,8,3,1,0
1917,MAR,59.1,44.3,51.7,72,26,41,15,0,0,0,0,0,0,0,407,0,1.42,63,1917-03-13,4,4,1,0,0
1917,APR,62.2,48.0,55.1,76,04,43,16,0,0,0,0,0,0,0,288,0,0.33,25,1917-04-11,5,1,0,0,0
1917,MAY,59.8,48.3,54.0,69,05,46,14,3,0,0,0,0,0,0,299,0,0.06,02,1917-05-28,4,0,0,0,0
1917,JUN,67.4,49.7,58.3,87,15,46,14,0,0,0,2,0,0,0,194,14,T,T,1917-06-06,0,0,0,0,0
1917,JUL,M,52.1,M,M,M,49,03,5,0,0,0,0,0,0,139,16,T,T,1917-07-31,0,0,0,0,0
1917,AUG,62.9,52.4,57.6,69,20,50,09,0,0,0,0,0,0,0,219,0,T,T,1917-08-17,0,0,0,0,0
1917,SEP,72.4,55.6,64.0,94,15,49,20,2,2,0,2,0,0,0,86,67,0.02,02,1917-09-22,1,0,0,0,0
1917,OCT,71.0,53.6,62.3,96,03,49,24,0,1,0,0,0,0,0,134,55,0.00,00,1917-10-31,0,0,0,0,0
1917,NOV,M,52.0,M,M,M,48,27,4,0,0,0,0,0,0,147,0,0.81,40,1917-11-30,6,3,0,0,0
1917,DEC,60.6,48.6,54.6,68,12,43,22,0,0,0,0,0,0,0,316,0,0.72,63,1917-12-25,3,1,1,0,0
1917,ANNUAL,63.5,49.1,56.25,96,,34,,14,3,0,4,0,0,0,3118,152,9.00,,1.03,42,22,6,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1918,JAN,59.0,46.4,52.7,64,28,41,02,0,0,0,0,0,0,0,373,0,0.81,45,1918-01-14,3,2,0,0,0
1918,FEB,57.9,45.8,51.9,67,10,40,19,0,0,0,0,0,0,0,361,0,5.79,43,1918-02-23,15,11,5,2,0
1918,MAR,62.3,47.5,54.9,78,30,40,05,0,0,0,0,0,0,0,305,0,2.73,75,1918-03-10,10,7,2,0,0
1918,APR,64.4,50.1,57.2,81,19,45,13,0,0,0,0,0,0,0,239,15,0.60,48,1918-04-09,3,1,0,0,0
1918,MAY,60.9,48.3,54.5,76,02,46,03,3,0,0,0,0,0,0,286,0,T,T,1918-05-08,0,0,0,0,0
1918,JUN,67.1,51.2,59.3,83,02,49,24,0,0,0,2,0,0,0,157,5,T,T,1918-06-12,0,0,0,0,0
1918,JUL,M,52.4,M,M,M,49,08,5,0,0,0,0,0,0,155,0,T,T,1918-07-15,0,0,0,0,0
1918,AUG,67.5,54.3,60.9,76,29,52,08,0,0,0,0,0,0,0,122,2,0.00,00,1918-08-31,0,0,0,0,0
1918,SEP,67.6,56.9,62.2,80,11,54,25,2,0,0,2,0,0,0,79,8,2.53,51,1918-09-12,4,3,2,1,0
1918,OCT,72.1,56.0,64.0,85,12,52,24,0,0,0,0,0,0,0,70,48,0.17,06,1918-10-05,5,0,0,0,0
1918,NOV,M,49.8,M,M,M,45,30,4,0,0,0,0,0,0,226,0,5.60,24,1918-11-18,9,5,4,3,0
1918,DEC,56.2,44.5,50.5,64,03,38,31,2,0,0,2,0,0,0,399,0,2.62,49,1918-12-06,7,4,2,1,0
1918,ANNUAL,63.6,50.3,56.97,85,,38,,16,0,0,6,0,0,0,2772,78,20.85,,2.24,56,33,15,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1919,JAN,58.0,44.5,51.2,63,29,37,01,0,0,0,0,0,0,0,420,0,2.57,57,1919-01-19,7,5,1,1,0
1919,FEB,56.9,46.3,51.6,61,08,40,23,0,0,0,0,0,0,0,369,0,9.31,86,1919-02-10,18,11,6,3,0
1919,MAR,59.0,46.3,52.6,67,31,40,14,0,0,0,0,0,0,0,375,0,2.74,66,1919-03-13,9,7,2,0,0
1919,APR,62.6,49.4,56.0,70,15,47,07,0,0,0,0,0,0,0,262,0,0.10,07,1919-04-05,3,0,0,0,0
1919,MAY,63.1,50.3,56.6,80,27,48,06,3,0,0,0,0,0,0,229,3,T,T,1919-05-23,0,0,0,0,0
1919,JUN,65.0,50.7,58.0,88,01,48,30,0,0,0,1,0,0,0,205,8,T,T,1919-06-13,0,0,0,0,0
1919,JUL,M,51.2,M,M,M,47,03,5,0,0,0,0,0,0,187,2,0.01,01,1919-07-05,1,0,0,0,0
1919,AUG,64.3,52.4,58.3,78,27,50,15,0,0,0,0,0,0,0,201,2,T,T,1919-08-28,0,0,0,0,0
1919,SEP,69.6,54.9,62.2,93,19,52,25,2,2,0,2,0,0,0,95,25,0.39,20,1919-09-29,3,2,0,0,0
1919,OCT,69.5,51.9,60.7,83,07,48,28,0,0,0,0,0,0,0,149,27,0.27,17,1919-10-01,2,2,0,0,0
1919,NOV,M,48.2,M,M,M,38,27,4,0,0,0,0,0,0,200,0,0.44,41,1919-11-30,2,1,0,0,0
1919,DEC,54.2,44.0,49.2,62,27,37,13,2,0,0,3,0,0,0,436,0,3.21,09,1919-12-10,10,7,3,1,0
1919,ANNUAL,62.6,49.2,55.90,93,,37,,16,2,0,6,0,0,0,3128,67,19.04,,2.86,55,35,12,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1920,JAN,58.9,45.5,52.2,70,18,38,14,0,0,0,0,0,0,0,390,0,0.26,18,1920-01-21,4,1,0,0,0
1920,FEB,59.4,46.2,52.8,70,07,42,21,0,0,0,0,0,0,0,348,0,1.23,41,1920-02-01,6,4,0,0,0
1920,MAR,58.7,46.1,52.4,69,06,41,26,0,0,0,0,0,0,0,383,0,3.25,95,1920-03-09,10,8,2,0,0
1920,APR,62.1,47.7,54.9,79,26,44,27,0,0,0,0,0,0,0,293,0,1.36,55,1920-04-15,3,3,1,0,0
1920,MAY,62.3,48.6,55.3,75,19,45,02,3,0,0,0,0,0,0,262,1,T,T,1920-05-12,0,0,0,0,0
1920,JUN,67.7,52.5,60.1,92,19,49,05,0,1,0,2,0,0,0,145,15,0.04,04,1920-06-14,1,0,0,0,0
1920,JUL,M,51.6,M,M,M,48,10,5,0,0,0,0,0,0,188,0,T,T,1920-07-14,0,0,0,0,0
1920,AUG,66.8,53.4,60.1,79,30,50,11,0,0,0,0,0,0,0,149,3,0.00,00,1920-08-31,0,0,0,0,0
1920,SEP,67.2,53.9,60.6,86,28,50,06,2,0,0,2,0,0,0,131,13,0.13,13,1920-09-23,1,1,0,0,0
1920,OCT,67.2,53.2,60.2,78,23,49,26,0,0,0,0,0,0,0,144,3,1.83,85,1920-10-06,7,4,1,0,0
