Monthly Climate Data Summaries ( por - por )

Station:,NY CITY CENTRAL PARK,State:,NY,ID:,94728
Latitude:,40.77898 degreeN,Longitude:,73.96925 degreeW,Elevation:,140.0 feet
Station period of record:,maxt: 01/01/1869-10/23/2019; mint: 01/01/1869-10/23/2019; avgt: 01/01/1869-10/23/2019; hdd: 01/01/1869-10/23/2019; cdd: 01/01/1869-10/23/2019; pcpn: 01/01/1869-10/23/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1906,MAY,71.4,55.2,63.3,90,18,44,11,0,1,0,0,0,0,0,126,82,5.53,62,1906-05-27,14,9,3,2,0
1906,JUN,81.5,66.7,74.1,94,30,54,12,0,4,0,0,0,1,0,2,281,1.26,38,1906-06-29,9,6,0,0,0
1906,JUL,84.1,71.8,78.0,92,22,60,07,0,2,0,0,0,8,0,0,410,4.54,06,1906-07-17,10,9,4,2,0
1906,AUG,82.9,72.2,77.5,94,06,65,25,0,2,0,0,0,10,0,0,395,1.43,69,1906-08-02,9,4,1,0,0
1906,SEP,77.4,63.2,70.3,90,19,50,25,0,1,0,0,0,2,0,21,187,2.49,68,1906-09-12,7,6,3,0,0
1906,OCT,62.9,52.1,57.5,74,09,40,12,0,0,0,0,0,0,0,235,7,4.19,80,1906-10-20,10,7,2,1,0
1906,NOV,51.4,40.4,45.9,65,19,29,30,0,0,0,0,2,0,0,567,0,1.06,48,1906-11-11,4,3,0,0,0
1906,DEC,41.1,27.3,34.2,59,31,12,24,0,0,7,0,21,0,0,947,0,3.58,25,1906-12-31,12,6,3,1,0
1906,ANNUAL,61.5,48.7,55.10,94,,8,,0,10,17,0,77,21,0,4895,1364,40.15,,2.62,108,70,27,12,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,JAN,41.8,28.0,34.9,64,07,4,24,0,0,6,0,17,0,0,926,0,2.89,96,1907-01-12,17,7,1,0,0
1907,FEB,32.8,19.0,25.9,47,02,6,12,0,0,14,0,25,0,0,1089,0,2.25,77,1907-02-24,7,5,1,0,0
1907,MAR,50.0,35.2,42.6,74,29,18,07,0,0,2,0,12,0,0,687,1,3.08,86,1907-03-19,13,9,1,0,0
1907,APR,53.4,40.7,47.0,74,25,28,02,0,0,0,0,3,0,0,534,2,3.78,92,1907-04-09,12,8,3,0,0
1907,MAY,63.9,49.3,56.6,85,14,40,21,0,0,0,0,0,0,0,267,13,5.48,46,1907-05-06,12,8,3,3,0
1907,JUN,76.0,61.8,68.9,90,23,48,02,0,2,0,0,0,0,0,62,187,3.28,75,1907-06-29,9,7,3,0,0
1907,JUL,84.4,70.7,77.6,91,17,64,27,0,3,0,0,0,6,0,0,400,0.89,64,1907-07-20,5,1,1,0,0
1907,AUG,80.7,67.1,73.9,92,12,59,30,0,2,0,0,0,1,0,0,284,3.24,34,1907-08-24,8,5,1,1,0
1907,SEP,75.4,64.2,69.8,86,21,49,26,0,0,0,0,0,2,0,35,187,8.33,13,1907-09-29,13,11,5,2,0
1907,OCT,59.2,46.1,52.6,74,04,36,31,0,0,0,0,0,0,0,381,5,4.78,74,1907-10-28,8,6,4,2,0
1907,NOV,50.6,41.5,46.1,61,10,33,15,0,0,0,0,0,0,0,558,0,4.48,37,1907-11-06,9,7,4,2,0
1907,DEC,43.2,34.2,38.7,57,23,22,05,0,0,1,0,9,0,0,808,0,4.26,40,1907-12-23,7,4,4,2,0
1907,ANNUAL,59.4,46.6,53.04,92,,4,,0,7,23,0,66,9,0,5347,1079,46.74,,2.34,120,78,31,12,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1908,JAN,39.6,26.4,33.0,50,21,8,30,0,0,4,0,25,0,0,984,0,3.76,46,1908-01-12,8,6,2,2,0
1908,FEB,34.1,20.8,27.4,52,15,1,05,0,0,13,0,26,0,0,1081,0,5.86,15,1908-02-19,10,7,4,2,0
1908,MAR,47.5,34.7,41.1,72,27,19,01,0,0,1,0,14,0,0,735,0,2.38,41,1908-03-19,12,8,0,0,0
1908,APR,59.9,45.0,52.5,79,26,28,05,0,0,0,0,3,0,0,379,10,2.27,86,1908-04-30,10,6,2,0,0
1908,MAY,70.5,57.4,63.9,88,27,44,02,0,0,0,0,0,0,0,135,111,8.51,82,1908-05-07,11,7,4,3,0
1908,JUN,80.5,65.5,73.0,94,24,55,03,0,1,0,0,0,1,0,2,248,1.27,97,1908-06-15,3,2,1,0,0
1908,JUL,86.3,73.8,80.0,96,12,63,17,0,7,0,0,0,17,0,0,472,3.80,47,1908-07-14,7,6,2,2,0
1908,AUG,81.0,70.6,75.8,94,13,55,29,0,4,0,0,0,9,0,11,356,6.01,24,1908-08-26,10,7,2,2,0
1908,SEP,73.8,63.9,68.9,81,11,52,30,0,0,0,0,0,0,0,14,141,1.91,74,1908-09-06,3,3,2,0,0
1908,OCT,66.4,55.0,60.7,80,16,40,31,0,0,0,0,0,0,0,166,41,1.38,48,1908-10-29,7,4,0,0,0
1908,NOV,51.7,41.0,46.4,62,30,28,16,0,0,0,0,5,0,0,551,0,0.71,49,1908-11-14,3,2,0,0,0
1908,DEC,42.9,31.9,37.4,64,01,24,23,0,0,1,0,17,0,0,848,0,3.19,98,1908-12-07,10,6,1,1,0
1908,ANNUAL,61.3,48.9,55.11,96,,1,,0,12,19,0,90,27,0,4906,1379,41.05,,3.82,94,64,20,12,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1909,JAN,40.9,28.1,34.5,57,05,5,19,0,0,5,0,21,0,0,937,0,3.32,50,1909-01-05,10,7,2,1,0
1909,FEB,43.8,32.3,38.0,56,10,8,01,0,0,2,0,13,0,0,748,0,4.53,35,1909-02-23,10,7,4,1,0
1909,MAR,44.3,32.2,38.2,64,10,23,05,0,0,1,0,16,0,0,822,0,3.57,12,1909-03-25,9,6,1,1,0
1909,APR,55.3,42.0,48.6,80,19,24,11,0,0,0,0,2,0,0,485,0,6.13,72,1909-04-14,13,11,3,1,0
1909,MAY,67.8,55.0,61.4,83,15,41,02,0,0,0,0,0,0,0,150,47,1.47,40,1909-05-22,8,5,0,0,0
1909,JUN,78.6,65.9,72.3,93,26,55,19,0,4,0,0,0,5,0,10,237,3.02,85,1909-06-04,10,7,2,0,0
1909,JUL,81.2,66.6,73.9,93,30,57,05,0,2,0,0,0,2,0,2,282,2.17,80,1909-07-23,5,2,1,1,0
1909,AUG,79.4,65.7,72.5,92,09,57,31,0,4,0,0,0,1,0,2,244,8.50,80,1909-08-16,8,4,3,2,0
1909,SEP,73.5,61.2,67.4,82,23,51,29,0,0,0,0,0,0,0,27,108,2.65,74,1909-09-10,7,6,2,0,0
1909,OCT,60.8,49.0,54.9,77,09,37,30,0,0,0,0,0,0,0,317,11,0.66,27,1909-10-23,8,3,0,0,0
1909,NOV,55.2,44.3,49.7,73,12,31,30,0,0,0,0,1,0,0,452,0,1.36,47,1909-11-24,7,3,0,0,0
1909,DEC,37.1,27.9,32.5,53,14,6,30,0,0,10,0,22,0,0,997,0,4.29,03,1909-12-13,6,5,2,1,0
1909,ANNUAL,59.9,47.6,53.74,93,,5,,0,10,18,0,75,8,0,4949,929,41.67,,4.80,101,66,20,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1910,JAN,37.4,25.7,31.5,48,22,5,05,0,0,6,0,25,0,0,1033,0,4.64,18,1910-01-06,13,10,4,1,0
1910,FEB,35.4,23.9,29.7,56,28,1,07,0,0,10,0,24,0,0,982,0,3.15,21,1910-02-28,9,9,1,1,0
1910,MAR,50.2,37.0,43.6,78,30,25,18,0,0,0,0,10,0,0,656,0,1.02,43,1910-03-01,6,4,0,0,0
1910,APR,62.4,48.5,55.5,80,30,37,08,0,0,0,0,0,0,0,282,2,5.00,35,1910-04-25,9,7,5,2,0
1910,MAY,68.0,55.5,61.7,82,29,48,14,0,0,0,0,0,0,0,125,33,1.49,35,1910-05-21,11,4,0,0,0
1910,JUN,75.0,62.8,68.9,90,23,50,01,0,2,0,0,0,1,0,53,176,6.03,18,1910-06-12,12,9,4,2,0
1910,JUL,84.3,70.6,77.5,94,24,64,20,0,4,0,0,0,6,0,0,396,0.49,29,1910-07-17,6,1,0,0,0
1910,AUG,78.2,66.6,72.4,86,25,57,27,0,0,0,0,0,0,0,0,239,1.07,37,1910-08-10,11,5,0,0,0
1910,SEP,75.5,63.8,69.6,92,06,57,29,0,1,0,0,0,2,0,10,157,1.42,20,1910-09-01,5,1,1,1,0
1910,OCT,66.2,52.9,59.5,84,06,39,30,0,0,0,0,0,0,0,204,47,3.23,51,1910-10-20,5,4,1,1,0
1910,NOV,46.9,38.3,42.6,63,02,29,20,0,0,0,0,2,0,0,665,0,4.30,60,1910-11-03,9,5,2,1,0
1910,DEC,35.7,23.7,29.7,54,30,11,16,0,0,13,0,28,0,0,1087,0,1.88,09,1910-12-24,9,4,1,1,0
1910,ANNUAL,59.7,47.6,53.65,94,,1,,0,7,29,0,89,9,0,5097,1050,33.72,,2.60,105,63,19,10,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1911,JAN,41.9,30.6,36.3,56,03,18,16,0,0,4,0,18,0,0,883,0,2.79,76,1911-01-03,13,7,2,0,0
1911,FEB,37.1,25.2,31.2,51,26,14,16,0,0,9,0,25,0,0,940,0,3.26,84,1911-02-04,11,6,1,1,0
1911,MAR,41.5,28.1,34.8,64,22,13,16,0,0,5,0,19,0,0,927,0,3.33,98,1911-03-27,11,6,3,0,0
1911,APR,54.6,41.2,47.9,77,29,24,02,0,0,0,0,3,0,0,508,2,3.54,31,1911-04-04,9,6,3,1,0
1911,MAY,71.7,57.4,64.5,86,22,37,03,0,0,0,0,0,0,0,105,99,1.25,80,1911-05-31,10,1,1,0,0
1911,JUN,76.4,63.8,70.1,88,28,58,17,0,0,0,0,0,0,0,7,167,5.67,14,1911-06-11,15,11,4,2,0
1911,JUL,86.2,69.3,77.7,100,03,60,26,0,10,0,0,0,8,0,0,402,2.16,71,1911-07-21,10,6,1,0,0
1911,AUG,81.5,65.1,73.3,94,10,55,31,0,5,0,0,0,0,0,15,278,9.28,76,1911-08-31,12,9,5,3,0
1911,SEP,75.5,59.9,67.7,86,25,46,14,0,0,0,0,0,0,0,48,137,1.70,61,1911-09-29,8,5,1,0,0
1911,OCT,62.1,49.8,56.0,73,04,38,29,0,0,0,0,0,0,0,274,1,7.65,45,1911-10-18,11,9,5,3,0
1911,NOV,48.8,35.9,42.3,69,12,25,14,0,0,0,0,9,0,0,673,0,5.12,47,1911-11-06,9,7,4,2,0
1911,DEC,45.4,33.7,39.5,63,12,19,05,0,0,0,0,11,0,0,784,0,3.07,59,1911-12-16,11,9,3,0,0
1911,ANNUAL,60.4,46.8,53.59,100,,13,,0,15,18,0,85,8,0,5164,1086,48.82,,3.76,130,82,33,12,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1912,JAN,30.5,16.9,23.7,54,19,-3,13,0,0,19,0,30,0,1,1273,0,2.56,93,1912-01-08,14,8,1,0,0
1912,FEB,35.8,21.8,28.8,59,25,-1,11,0,0,13,0,25,0,2,1041,0,2.73,43,1912-02-26,6,4,2,1,0
1912,MAR,44.8,30.3,37.5,68,29,15,03,0,0,6,0,16,0,0,844,0,7.70,81,1912-03-15,13,8,4,4,0
1912,APR,58.8,41.9,50.4,79,06,29,04,0,0,0,0,2,0,0,436,3,3.53,63,1912-04-17,15,10,3,0,0
1912,MAY,71.3,53.2,62.2,89,21,45,14,0,0,0,0,0,0,0,123,48,5.40,03,1912-05-30,12,9,5,1,0
1912,JUN,78.4,61.0,69.7,94,29,51,08,0,2,0,0,0,0,0,27,176,1.57,70,1912-06-17,6,3,2,0,0
1912,JUL,83.9,67.4,75.7,97,09,59,01,0,5,0,0,0,3,0,0,336,2.56,24,1912-07-21,10,5,2,1,0
1912,AUG,80.0,63.3,71.6,92,26,51,31,0,3,0,0,0,0,0,12,227,2.75,02,1912-08-18,10,5,3,1,0
1912,SEP,73.8,59.3,66.5,91,11,39,30,0,1,0,0,0,0,0,68,122,4.14,01,1912-09-01,12,9,3,1,0
1912,OCT,67.2,51.2,59.2,81,07,40,16,0,0,0,0,0,0,0,191,19,4.10,97,1912-10-23,5,3,2,1,0
1912,NOV,54.1,41.4,47.8,72,12,28,28,0,0,0,0,4,0,0,508,0,3.53,26,1912-11-07,6,4,2,1,0
1912,DEC,45.1,33.5,39.3,64,06,18,09,0,0,3,0,14,0,0,790,0,5.01,69,1912-12-30,9,7,4,2,0
1912,ANNUAL,60.4,45.2,52.78,97,,-3,,0,11,41,0,91,3,3,5313,931,45.58,,2.97,118,75,33,13,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1913,JAN,48.2,33.5,40.8,63,12,18,13,0,0,2,0,16,0,0,740,0,3.43,54,1913-01-03,15,12,2,0,0
1913,FEB,39.2,23.3,31.2,62,21,11,25,0,0,10,0,22,0,0,938,0,2.74,23,1913-02-27,9,5,2,1,0
1913,MAR,54.0,35.6,44.8,77,25,12,08,0,0,1,0,9,0,0,622,4,6.47,93,1913-03-20,16,8,4,3,0
1913,APR,59.7,45.2,52.4,82,25,33,08,0,0,0,0,0,0,0,376,4,6.27,25,1913-04-28,12,7,5,4,0
1913,MAY,69.3,52.0,60.6,89,03,36,11,0,0,0,0,0,0,0,166,37,2.95,01,1913-05-23,11,6,3,1,0
1913,JUN,79.7,61.2,70.5,93,16,49,09,0,2,0,0,0,0,0,20,190,1.98,34,1913-06-20,5,2,2,1,0
1913,JUL,85.1,67.1,76.1,95,30,58,07,0,6,0,0,0,1,0,0,350,6.06,11,1913-07-28,9,7,3,2,0
1913,AUG,81.4,65.3,73.3,95,10,60,25,0,4,0,0,0,0,0,0,268,2.38,00,1913-08-07,11,4,2,1,0
1913,SEP,71.9,57.2,64.6,86,08,45,15,0,0,0,0,0,0,0,83,74,7.00,48,1913-09-04,11,8,4,1,0
1913,OCT,64.6,52.6,58.6,77,05,34,31,0,0,0,0,0,0,0,199,10,12.97,98,1913-10-01,12,9,6,4,0
1913,NOV,54.1,40.5,47.3,72,20,30,11,0,0,0,0,2,0,0,521,0,2.16,65,1913-11-16,8,5,2,0,0
1913,DEC,45.1,32.3,38.7,58,03,19,12,0,0,2,0,14,0,0,809,0,3.59,61,1913-12-23,9,5,3,1,0
1913,ANNUAL,62.8,47.3,55.07,95,,11,,0,12,15,0,63,1,0,4474,937,58.00,,4.98,128,78,38,19,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1914,JAN,38.2,24.8,31.5,58,30,-5,14,0,0,6,0,22,0,2,1032,0,5.27,51,1914-01-31,11,9,3,2,0
1914,FEB,32.7,18.1,25.4,53,04,-3,12,0,0,15,0,25,0,2,1100,0,3.33,59,1914-02-14,10,6,1,1,0
1914,MAR,43.3,29.6,36.5,73,27,15,21,0,0,3,0,19,0,0,874,0,4.74,95,1914-03-01,9,6,2,1,0
1914,APR,55.4,40.3,47.9,82,19,27,04,0,0,0,0,5,0,0,510,6,3.34,34,1914-04-26,12,7,2,1,0
1914,MAY,74.5,54.5,64.5,95,27,40,01,0,2,0,0,0,0,0,109,102,2.25,95,1914-05-05,9,5,2,0,0
1914,JUN,77.4,60.3,68.8,92,25,49,20,0,2,0,0,0,0,0,16,138,2.06,74,1914-06-04,12,4,2,0,0
1914,JUL,79.5,64.6,72.0,91,26,56,07,0,4,0,0,0,0,0,7,232,5.47,79,1914-07-02,14,10,5,1,0
1914,AUG,82.7,66.5,74.6,94,19,60,26,0,3,0,0,0,0,0,0,305,2.54,06,1914-08-21,11,5,2,1,0
1914,SEP,76.7,56.7,66.7,95,22,42,29,0,5,0,0,0,0,0,89,149,0.29,17,1914-09-24,3,2,0,0,0
1914,OCT,66.7,52.1,59.4,83,11,33,28,0,0,0,0,0,0,0,196,32,2.23,90,1914-10-16,5,3,1,1,0
1914,NOV,51.8,37.1,44.4,76,04,22,24,0,0,0,0,9,0,0,611,0,3.31,71,1914-11-15,7,5,2,2,0
1914,DEC,37.5,25.6,31.6,64,03,3,26,0,0,10,0,26,0,0,1028,0,5.24,81,1914-12-07,10,6,3,2,0
1914,ANNUAL,59.9,44.4,52.10,95,,-5,,0,16,34,0,106,0,4,5572,964,40.07,,2.95,113,68,25,12,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1915,JAN,40.2,28.7,34.5,58,19,12,30,0,0,7,0,21,0,0,938,0,7.94,35,1915-01-12,17,8,6,3,0
1915,FEB,42.0,29.7,35.9,58,15,13,10,0,0,6,0,16,0,0,809,0,6.01,12,1915-02-01,10,7,4,2,0
1915,MAR,44.7,28.8,36.7,59,25,19,04,0,0,0,0,23,0,0,869,0,1.25,07,1915-03-06,3,2,1,1,0
1915,APR,63.6,45.2,54.4,92,27,29,03,0,2,0,0,2,0,0,333,22,2.58,13,1915-04-03,11,6,1,1,0
1915,MAY,67.2,50.7,59.0,79,22,43,27,0,0,0,0,0,0,0,191,8,3.27,82,1915-05-12,14,8,2,0,0
1915,JUN,76.5,59.4,68.0,90,14,47,03,0,1,0,0,0,0,0,30,125,3.85,93,1915-06-30,11,6,2,2,0
1915,JUL,82.0,65.7,73.9,93,31,59,25,0,4,0,0,0,1,0,0,283,3.01,22,1915-07-05,16,6,1,1,0
1915,AUG,79.2,64.0,71.6,89,16,55,18,0,0,0,0,0,0,0,14,225,7.26,25,1915-08-04,16,11,3,1,0
1915,SEP,78.5,61.4,70.0,94,09,45,28,0,5,0,0,0,0,0,57,211,2.38,46,1915-09-19,7,2,2,1,0
1915,OCT,65.0,50.3,57.6,79,15,37,25,0,0,0,0,0,0,0,236,17,2.26,67,1915-10-01,10,8,1,0,0
1915,NOV,53.0,39.5,46.2,71,01,31,23,0,0,0,0,3,0,0,553,0,1.64,67,1915-11-19,8,6,1,0,0
1915,DEC,39.1,27.8,33.4,57,18,13,31,0,0,5,0,25,0,0,971,0,4.28,66,1915-12-13,9,6,4,2,0
1915,ANNUAL,61.0,46.0,53.50,94,,12,,0,12,18,0,90,1,0,5001,891,45.73,,3.25,132,76,28,14,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1916,JAN,43.6,28.3,36.0,69,27,7,15,0,0,8,0,20,0,0,894,0,1.28,30,1916-01-10,12,5,0,0,0
1916,FEB,34.5,21.2,27.8,60,01,2,14,0,0,15,0,27,0,0,1072,0,4.76,11,1916-02-25,13,7,3,1,0
1916,MAR,39.1,25.6,32.4,65,31,7,18,0,0,8,0,24,0,0,1004,0,3.70,94,1916-03-06,15,8,4,0,0
1916,APR,54.8,41.9,48.4,70,29,32,09,0,0,0,0,1,0,0,490,0,3.28,42,1916-04-14,15,5,2,1,0
1916,MAY,69.5,53.3,61.4,81,30,44,01,0,0,0,0,0,0,0,140,36,4.35,66,1916-05-16,13,7,1,1,0
1916,JUN,73.2,58.2,65.7,84,28,51,10,0,0,0,0,0,0,0,58,87,4.56,51,1916-06-07,10,9,2,2,0
1916,JUL,82.8,68.0,75.4,94,31,60,05,0,5,0,0,0,1,0,1,331,4.55,10,1916-07-26,14,8,3,1,0
1916,AUG,83.3,66.3,74.8,95,22,56,29,0,6,0,0,0,1,0,0,312,0.54,38,1916-08-08,9,1,0,0,0
1916,SEP,76.3,58.5,67.4,93,08,44,30,0,1,0,0,0,0,0,44,123,3.45,88,1916-09-29,10,6,4,0,0
1916,OCT,66.4,48.9,57.7,86,09,40,18,0,0,0,0,0,0,0,244,26,1.04,78,1916-10-19,3,2,1,0,0
1916,NOV,52.5,38.4,45.4,71,09,25,26,0,0,0,0,6,0,0,579,0,2.14,09,1916-11-23,6,4,2,1,0
1916,DEC,39.0,28.9,34.0,63,05,17,17,0,0,9,0,21,0,0,953,0,4.25,11,1916-12-22,12,8,4,1,0
1916,ANNUAL,59.7,44.9,52.27,95,,2,,0,12,40,0,99,2,0,5479,915,37.90,,2.66,132,70,26,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1917,JAN,39.6,26.1,32.8,51,14,8,12,0,0,8,0,22,0,0,989,0,2.96,57,1917-01-21,15,7,2,0,0
1917,FEB,36.0,20.6,28.3,55,27,-0,13,0,0,7,0,26,0,1,1021,0,2.08,41,1917-02-09,13,6,0,0,0
1917,MAR,45.6,32.9,39.2,62,31,20,06,0,0,2,0,15,0,0,793,0,4.46,95,1917-03-04,12,10,4,0,0
1917,APR,56.4,40.3,48.4,83,01,28,09,0,0,0,0,2,0,0,491,0,2.71,68,1917-04-05,13,7,3,0,0
1917,MAY,61.7,46.9,54.3,84,20,38,04,0,0,0,0,0,0,0,333,8,3.83,08,1917-05-28,14,7,2,2,0
1917,JUN,78.5,62.0,70.3,89,22,55,17,0,0,0,0,0,0,0,8,172,3.83,54,1917-06-14,10,7,1,1,0
1917,JUL,83.2,68.6,75.9,100,31,59,11,0,4,0,0,0,3,0,5,350,5.01,91,1917-07-11,12,8,6,0,0
1917,AUG,83.7,68.6,76.1,98,02,58,26,0,2,0,0,0,2,0,0,349,1.56,67,1917-08-24,7,4,1,0,0
1917,SEP,71.6,55.5,63.5,84,20,43,11,0,0,0,0,0,0,0,84,48,2.68,50,1917-09-01,5,4,2,1,0
1917,OCT,60.4,45.5,53.0,73,04,32,31,0,0,0,0,1,0,0,365,0,6.81,51,1917-10-24,10,7,4,2,0
1917,NOV,48.6,34.6,41.6,63,18,19,27,0,0,3,0,7,0,0,695,0,0.86,48,1917-11-22,5,2,0,0,0
1917,DEC,31.6,18.3,25.0,47,01,-13,30,0,0,12,0,28,0,3,1231,0,4.25,54,1917-12-08,9,6,3,2,0
1917,ANNUAL,58.2,43.5,50.83,100,,-13,,0,6,32,0,101,5,4,6015,927,41.04,,2.54,125,75,28,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1918,JAN,27.7,15.6,21.7,53,12,-4,01,0,0,20,0,31,0,3,1335,0,3.53,15,1918-01-15,11,6,3,2,0
1918,FEB,38.8,22.0,30.4,59,20,-6,05,0,0,10,0,19,0,2,964,0,2.47,83,1918-02-26,10,7,2,0,0
1918,MAR,51.6,32.5,42.1,76,19,17,11,0,0,0,0,13,0,0,704,0,1.67,75,1918-03-14,11,6,1,0,0
1918,APR,58.9,42.5,50.7,78,02,32,12,0,0,0,0,2,0,0,423,1,4.65,80,1918-04-21,13,9,4,1,0
1918,MAY,74.5,56.0,65.3,91,28,43,02,0,2,0,0,0,0,0,64,81,4.83,86,1918-05-21,13,8,3,1,0
1918,JUN,75.9,59.6,67.8,94,01,49,23,0,2,0,0,0,1,0,27,117,4.61,95,1918-06-07,8,5,3,2,0
1918,JUL,82.7,66.5,74.6,98,22,57,03,0,5,0,0,0,2,0,0,305,4.36,00,1918-07-30,9,6,3,2,0
1918,AUG,84.5,68.4,76.5,104,07,59,18,0,8,0,0,0,5,0,0,360,2.43,59,1918-08-29,9,8,2,0,0
1918,SEP,71.5,56.2,63.8,81,04,46,27,0,0,0,0,0,0,0,87,60,2.92,26,1918-09-18,8,7,2,1,0
1918,OCT,67.0,51.1,59.0,78,11,41,08,0,0,0,0,0,0,0,193,17,0.78,35,1918-10-31,7,2,0,0,0
1918,NOV,52.5,40.6,46.5,66,18,30,27,0,0,0,0,3,0,0,546,0,2.41,00,1918-11-17,8,3,3,1,0
1918,DEC,45.5,33.3,39.4,63,14,22,06,0,0,0,0,16,0,0,784,0,3.61,27,1918-12-22,9,6,3,1,0
1918,ANNUAL,61.1,45.5,53.28,104,,-6,,0,17,30,0,84,8,5,5127,941,38.27,,2.00,116,73,29,11,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1919,JAN,41.8,29.4,35.6,61,02,10,12,0,0,5,0,17,0,0,901,0,3.51,22,1919-01-23,7,5,3,1,0
1919,FEB,40.8,29.0,34.9,52,28,17,11,0,0,1,0,19,0,0,835,0,3.84,19,1919-02-14,11,7,4,1,0
1919,MAR,51.1,35.4,43.2,67,21,24,31,0,0,1,0,9,0,0,667,0,5.96,79,1919-03-27,14,8,4,3,0
1919,APR,57.9,42.0,50.0,73,07,22,02,0,0,0,0,4,0,0,446,0,2.88,57,1919-04-16,10,5,2,1,0
1919,MAY,70.5,53.4,62.0,92,29,43,10,0,1,0,0,0,0,0,149,65,4.15,09,1919-05-10,10,8,3,1,0
1919,JUN,79.7,62.1,70.9,95,04,52,29,0,3,0,0,0,0,0,17,200,3.84,99,1919-06-27,6,3,2,2,0
1919,JUL,82.5,67.7,75.2,99,04,60,12,0,7,0,0,0,1,0,0,322,8.50,82,1919-07-19,16,11,6,2,0
1919,AUG,78.4,63.8,71.1,91,24,57,09,0,1,0,0,0,0,0,4,202,5.82,74,1919-08-18,13,9,3,2,0
1919,SEP,75.2,60.0,67.6,93,08,49,27,0,2,0,0,0,1,0,27,116,4.88,72,1919-09-23,10,5,2,1,0
1919,OCT,66.5,51.9,59.2,87,03,39,13,0,0,0,0,0,0,0,211,42,3.59,80,1919-10-14,15,10,1,0,0
