Monthly Climate Data Summaries ( por - por )

Station:,NY CITY CENTRAL PARK,State:,NY,ID:,94728
Latitude:,40.77898 degreeN,Longitude:,73.96925 degreeW,Elevation:,140.0 feet
Station period of record:,maxt: 01/01/1869-10/23/2019; mint: 01/01/1869-10/23/2019; avgt: 01/01/1869-10/23/2019; hdd: 01/01/1869-10/23/2019; cdd: 01/01/1869-10/23/2019; pcpn: 01/01/1869-10/23/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1919,NOV,52.0,38.3,45.2,72,01,28,21,0,0,0,0,6,0,0,587,1,3.55,62,1919-11-13,13,10,5,0,0
1919,DEC,36.7,23.6,30.2,61,13,-1,18,0,0,12,0,26,0,1,1072,0,2.77,64,1919-12-10,14,9,1,0,0
1919,ANNUAL,61.2,46.5,53.86,99,,-1,,0,14,19,0,81,2,1,4916,948,53.29,,2.72,139,90,36,14,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1920,JAN,30.8,16.1,23.4,51,27,-1,31,0,0,19,0,30,0,1,1283,0,2.09,64,1920-01-09,14,7,1,0,0
1920,FEB,35.2,21.8,28.5,47,18,-2,01,0,0,6,0,27,0,1,1050,0,6.41,70,1920-02-04,14,9,4,3,0
1920,MAR,49.1,30.7,39.9,71,31,13,07,0,0,4,0,16,0,0,768,0,4.75,81,1920-03-05,10,8,3,2,0
1920,APR,57.1,39.0,48.1,76,22,28,08,0,0,0,0,4,0,0,502,0,5.28,26,1920-04-21,14,10,3,2,0
1920,MAY,68.5,49.0,58.7,82,29,39,03,0,0,0,0,0,0,0,201,14,3.23,01,1920-05-21,11,6,3,1,0
1920,JUN,79.0,59.3,69.2,94,11,50,05,0,2,0,0,0,0,0,34,165,5.02,76,1920-06-05,12,7,4,1,0
1920,JUL,83.2,64.4,73.8,91,31,55,27,0,4,0,0,0,0,0,0,279,6.20,99,1920-07-03,13,11,3,2,0
1920,AUG,82.5,66.0,74.2,91,17,57,03,0,2,0,0,0,0,0,0,292,3.91,09,1920-08-11,14,9,3,1,0
1920,SEP,77.9,59.1,68.5,88,24,45,20,0,0,0,0,0,0,0,18,130,4.76,21,1920-09-30,10,5,4,1,0
1920,OCT,70.5,51.6,61.1,84,21,37,30,0,0,0,0,0,0,0,147,32,1.25,54,1920-10-16,6,3,1,0,0
1920,NOV,50.5,38.2,44.3,69,01,25,13,0,0,0,0,5,0,0,613,0,4.14,25,1920-11-16,10,6,4,1,0
1920,DEC,43.1,31.4,37.2,58,14,16,26,0,0,2,0,19,0,0,856,0,6.16,72,1920-12-01,12,8,5,3,0
1920,ANNUAL,60.7,43.9,52.31,94,,-2,,0,8,31,0,101,0,2,5472,912,53.20,,2.21,140,89,38,17,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1921,JAN,40.8,25.7,33.2,57,02,4,25,0,0,5,0,21,0,0,981,0,2.94,75,1921-01-14,10,4,1,1,0
1921,FEB,40.6,27.3,33.9,62,16,10,25,0,0,3,0,21,0,0,865,0,5.41,68,1921-02-20,11,8,2,2,0
1921,MAR,57.6,39.1,48.4,84,21,26,29,0,0,0,0,5,0,0,511,1,2.88,80,1921-03-09,13,7,2,0,0
1921,APR,66.0,46.2,56.1,79,06,29,11,0,0,0,0,2,0,0,264,6,3.17,63,1921-04-23,11,8,2,0,0
1921,MAY,71.2,51.2,61.2,89,22,43,17,0,0,0,0,0,0,0,162,51,4.14,10,1921-05-04,12,9,3,2,0
1921,JUN,81.2,61.1,71.1,95,22,53,03,0,4,0,0,0,0,0,6,196,2.79,78,1921-06-30,11,7,2,0,0
1921,JUL,85.8,68.8,77.3,95,04,62,01,0,8,0,0,0,3,0,0,389,2.02,58,1921-07-15,12,5,2,0,0
1921,AUG,80.4,62.8,71.6,95,30,55,27,0,1,0,0,0,0,0,1,215,4.57,18,1921-08-07,8,7,3,1,0
1921,SEP,80.7,63.5,72.1,96,03,56,24,0,2,0,0,0,0,0,0,220,2.81,29,1921-09-30,10,6,2,1,0
1921,OCT,65.0,47.5,56.3,77,02,35,26,0,0,0,0,0,0,0,263,1,0.88,26,1921-10-20,6,4,0,0,0
1921,NOV,50.8,38.6,44.7,73,18,30,13,0,0,0,0,4,0,0,602,0,3.81,88,1921-11-17,15,10,2,0,0
1921,DEC,39.2,25.5,32.3,59,01,7,30,0,0,5,0,23,0,0,1003,0,2.34,65,1921-12-02,8,6,1,0,0
1921,ANNUAL,63.4,46.5,54.95,96,,4,,0,15,13,0,76,3,0,4658,1079,37.76,,2.68,127,81,22,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1922,JAN,34.4,21.9,28.2,50,05,7,26,0,0,11,0,28,0,0,1136,0,2.73,38,1922-01-11,9,5,1,1,0
1922,FEB,40.9,26.2,33.6,64,23,-2,17,0,0,5,0,19,0,1,871,0,3.35,89,1922-02-15,13,5,4,0,0
1922,MAR,48.8,33.2,41.0,76,26,17,01,0,0,1,0,12,0,0,739,0,5.52,10,1922-03-20,13,12,5,1,0
1922,APR,60.7,42.2,51.5,86,10,32,21,0,0,0,0,1,0,0,406,7,2.02,59,1922-04-01,8,8,1,0,0
1922,MAY,75.1,54.0,64.6,85,29,44,01,0,0,0,0,0,0,0,75,69,3.76,24,1922-05-05,9,7,3,2,0
1922,JUN,79.9,63.6,71.8,91,08,52,13,0,3,0,0,0,0,0,3,213,6.88,50,1922-06-06,18,11,5,1,0
1922,JUL,82.1,65.3,73.7,92,13,60,06,0,3,0,0,0,0,0,1,276,7.49,13,1922-07-01,13,8,6,3,0
1922,AUG,80.5,64.2,72.3,94,17,53,21,0,3,0,0,0,0,0,0,237,2.86,81,1922-08-31,14,7,2,0,0
1922,SEP,76.8,59.5,68.2,93,06,44,26,0,1,0,0,0,0,0,33,138,3.42,83,1922-09-12,4,3,2,2,0
1922,OCT,66.9,49.4,58.1,89,05,33,21,0,0,0,0,0,0,0,266,61,1.48,48,1922-10-07,7,4,0,0,0
1922,NOV,52.4,39.0,45.7,67,12,28,26,0,0,0,0,8,0,0,572,0,1.29,41,1922-11-03,6,5,0,0,0
1922,DEC,39.5,27.6,33.5,57,01,12,30,0,0,4,0,20,0,0,971,0,3.86,29,1922-12-28,13,9,2,1,0
1922,ANNUAL,61.6,45.6,53.60,94,,-2,,0,10,21,0,88,0,1,5073,1001,44.66,,2.13,127,84,31,11,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1923,JAN,36.3,23.6,29.9,53,01,9,18,0,0,9,0,28,0,0,1078,0,6.99,68,1923-01-01,15,12,5,1,0
1923,FEB,32.2,20.1,26.1,44,09,7,18,0,0,13,0,26,0,0,1083,0,2.53,60,1923-02-13,13,8,2,0,0
1923,MAR,45.3,28.3,36.8,76,23,10,29,0,0,3,0,20,0,0,868,0,4.16,10,1923-03-16,10,7,4,1,0
1923,APR,60.0,40.6,50.3,87,21,12,01,0,0,0,0,4,0,0,445,10,2.37,88,1923-04-28,8,5,2,0,0
1923,MAY,70.1,49.9,60.0,86,26,37,11,0,0,0,0,0,0,0,167,19,1.84,84,1923-05-21,6,5,1,0,0
1923,JUN,83.7,63.0,73.3,98,20,53,01,0,8,0,0,0,1,0,7,267,3.01,76,1923-06-07,8,6,3,0,0
1923,JUL,82.9,64.6,73.7,99,20,59,03,0,3,0,0,0,0,0,2,281,2.77,47,1923-07-22,13,9,0,0,0
1923,AUG,82.0,63.1,72.5,92,05,51,23,0,3,0,0,0,0,0,4,245,1.23,35,1923-08-28,7,4,0,0,0
1923,SEP,76.4,60.1,68.3,86,01,48,17,0,0,0,0,0,0,0,29,135,2.65,50,1923-09-21,8,4,2,1,0
1923,OCT,64.4,47.6,56.0,74,14,39,31,0,0,0,0,0,0,0,273,0,5.40,45,1923-10-23,10,5,3,2,0
1923,NOV,51.8,38.6,45.2,65,05,29,20,0,0,0,0,3,0,0,587,0,3.19,84,1923-11-23,7,3,2,1,0
1923,DEC,47.4,36.6,42.0,64,13,23,15,0,0,0,0,9,0,0,704,0,4.43,07,1923-12-05,13,10,3,1,0
1923,ANNUAL,61.2,44.8,53.00,99,,7,,0,14,25,0,90,1,0,5247,957,40.57,,2.45,118,78,27,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1924,JAN,40.4,24.9,32.6,57,16,5,27,0,0,6,0,23,0,0,995,0,4.90,44,1924-01-16,6,6,4,2,0
1924,FEB,34.9,22.8,28.8,46,03,10,13,0,0,11,0,28,0,0,1042,0,4.35,21,1924-02-20,10,5,2,2,0
1924,MAR,46.0,32.3,39.1,66,30,24,15,0,0,0,0,16,0,0,794,0,2.08,03,1924-03-11,8,4,1,1,0
1924,APR,57.2,41.0,49.1,73,27,27,02,0,0,0,0,3,0,0,470,0,6.05,19,1924-04-18,10,6,3,3,0
1924,MAY,64.8,49.7,57.3,75,17,44,11,0,0,0,0,0,0,0,233,2,6.34,34,1924-05-09,15,11,4,4,0
1924,JUN,76.7,58.9,67.8,91,25,51,09,0,1,0,0,0,0,0,38,128,2.78,66,1924-06-25,11,8,1,0,0
1924,JUL,83.5,64.7,74.1,95,30,57,19,0,3,0,0,0,0,0,0,289,0.89,34,1924-07-13,7,3,0,0,0
1924,AUG,83.2,65.3,74.2,99,07,55,19,0,7,0,0,0,2,0,0,292,5.84,29,1924-08-26,9,5,3,2,0
1924,SEP,72.9,55.3,64.1,95,01,46,11,0,2,0,0,0,0,0,73,54,3.58,43,1924-09-30,8,8,2,1,0
1924,OCT,66.5,47.6,57.0,81,06,34,23,0,0,0,0,0,0,0,243,5,0.28,28,1924-10-08,1,1,0,0,0
1924,NOV,51.3,37.4,44.4,71,02,19,18,0,0,1,0,9,0,0,610,0,2.16,85,1924-11-22,4,2,1,1,0
1924,DEC,40.6,27.3,34.0,61,08,11,26,0,0,6,0,22,0,0,953,0,2.47,17,1924-12-05,8,4,2,1,0
1924,ANNUAL,59.9,44.0,51.96,99,,5,,0,13,24,0,101,2,0,5451,770,41.72,,2.29,97,63,23,17,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1925,JAN,34.8,22.0,28.4,45,26,-2,28,0,0,10,0,30,0,1,1127,0,5.42,92,1925-01-02,11,6,5,2,0
1925,FEB,44.8,30.9,37.8,62,22,12,28,0,0,4,0,13,0,0,755,0,2.43,67,1925-02-26,7,5,2,0,0
1925,MAR,52.5,35.8,44.2,71,19,11,03,0,0,1,0,7,0,0,638,0,4.07,51,1925-03-01,11,7,4,1,0
1925,APR,60.7,42.9,51.8,84,23,32,21,0,0,0,0,2,0,0,391,4,2.00,57,1925-04-10,9,5,2,0,0
1925,MAY,69.1,50.0,59.5,91,23,41,25,0,1,0,0,0,0,0,185,23,3.36,45,1925-05-24,8,5,3,1,0
1925,JUN,84.1,64.5,74.3,99,05,54,11,0,9,0,0,0,3,0,0,288,3.60,19,1925-06-25,11,6,3,1,0
1925,JUL,82.2,64.9,73.5,94,07,56,01,0,4,0,0,0,0,0,0,272,5.77,14,1925-07-31,14,8,4,1,0
1925,AUG,82.6,64.0,73.3,92,31,54,28,0,3,0,0,0,0,0,0,266,1.72,60,1925-08-09,5,5,2,0,0
1925,SEP,77.1,60.5,68.8,88,01,46,26,0,0,0,0,0,0,0,43,165,2.31,85,1925-09-07,9,4,3,0,0
1925,OCT,57.8,43.4,50.6,77,17,29,31,0,0,0,0,3,0,0,443,4,4.52,08,1925-10-25,11,9,4,1,0
1925,NOV,50.4,37.4,43.9,67,08,25,29,0,0,1,0,9,0,0,624,0,2.93,95,1925-11-12,10,6,2,0,0
1925,DEC,40.6,29.0,34.8,58,06,8,27,0,0,5,0,19,0,0,929,0,3.30,63,1925-12-03,12,7,2,1,0
1925,ANNUAL,61.5,45.5,53.48,99,,-2,,0,17,21,0,83,3,1,5135,1022,41.43,,2.14,118,73,36,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1926,JAN,38.2,25.7,31.9,54,18,5,29,0,0,8,0,21,0,0,1018,0,2.85,95,1926-01-18,9,6,2,0,0
1926,FEB,35.7,22.7,29.2,51,25,8,11,0,0,8,0,25,0,0,994,0,5.37,73,1926-02-04,12,10,3,1,0
1926,MAR,43.5,27.9,35.7,67,25,13,06,0,0,5,0,20,0,0,902,0,2.66,19,1926-03-07,8,4,2,1,0
1926,APR,55.5,39.1,47.3,82,22,27,12,0,0,0,0,5,0,0,531,7,1.73,76,1926-04-24,8,4,1,0,0
1926,MAY,69.6,50.5,60.1,83,18,40,05,0,0,0,0,0,0,0,161,14,2.42,78,1926-05-16,10,6,2,0,0
1926,JUN,76.1,57.4,66.8,89,30,48,04,0,0,0,0,0,0,0,49,110,1.71,51,1926-06-23,10,7,1,0,0
1926,JUL,84.5,65.6,75.0,100,22,56,16,0,5,0,0,0,3,0,2,321,6.38,64,1926-07-25,12,11,4,2,0
1926,AUG,81.3,66.6,73.9,96,03,57,31,0,5,0,0,0,2,0,2,287,7.28,34,1926-08-12,13,9,4,2,0
1926,SEP,73.2,58.1,65.7,89,25,50,27,0,0,0,0,0,0,0,51,81,4.78,24,1926-09-06,8,6,3,2,0
1926,OCT,63.1,47.0,55.1,82,05,36,27,0,0,0,0,0,0,0,321,22,4.87,93,1926-10-20,10,8,5,0,0
1926,NOV,52.0,37.8,44.9,66,09,24,28,0,0,0,0,8,0,0,595,0,3.78,18,1926-11-09,9,7,3,1,0
1926,DEC,35.3,22.5,28.9,49,14,8,18,0,0,10,0,28,0,0,1110,0,4.00,35,1926-12-28,14,6,3,2,0
1926,ANNUAL,59.1,43.5,51.34,100,,5,,0,10,31,0,107,5,0,5736,842,47.83,,3.34,123,84,33,11,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1927,JAN,37.8,24.0,30.9,52,19,-1,27,0,0,10,0,23,0,1,1049,0,2.03,44,1927-01-14,14,5,0,0,0
1927,FEB,41.9,30.9,36.4,56,24,22,05,0,0,3,0,17,0,0,794,0,3.46,14,1927-02-19,11,7,2,2,0
1927,MAR,50.9,35.1,43.0,69,18,18,04,0,0,1,0,10,0,0,677,0,1.33,37,1927-03-21,11,5,0,0,0
1927,APR,57.0,40.1,48.6,90,20,33,11,0,1,0,0,0,0,0,494,9,2.85,96,1927-04-22,9,6,3,0,0
1927,MAY,66.7,51.2,59.0,79,11,44,28,0,0,0,0,0,0,0,185,5,4.77,43,1927-05-23,15,8,3,1,0
1927,JUN,76.3,58.3,67.3,89,10,50,06,0,0,0,0,0,0,0,29,108,3.70,05,1927-06-19,8,6,4,1,0
1927,JUL,81.7,66.2,74.0,92,29,54,05,0,6,0,0,0,0,0,0,286,6.48,74,1927-07-23,14,8,4,3,0
1927,AUG,75.7,61.2,68.5,83,01,54,25,0,0,0,0,0,0,0,15,130,9.83,60,1927-08-08,11,10,7,4,0
1927,SEP,76.7,59.1,67.9,92,15,50,24,0,1,0,0,0,0,0,23,117,4.27,84,1927-09-01,4,2,1,1,0
1927,OCT,67.2,51.9,59.5,90,02,43,30,0,1,0,0,0,0,0,209,49,9.00,96,1927-10-13,10,9,7,3,0
1927,NOV,55.8,42.5,49.1,73,01,27,20,0,0,0,0,4,0,0,467,0,4.33,84,1927-11-03,11,7,2,2,0
1927,DEC,43.3,30.1,36.7,68,01,15,24,0,0,6,0,17,0,0,869,0,4.01,07,1927-12-04,12,9,2,1,0
1927,ANNUAL,61.0,46.0,53.48,92,,-1,,0,9,20,0,71,0,1,4811,704,56.06,,3.84,130,82,35,18,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1928,JAN,41.0,26.9,34.0,58,07,12,30,0,0,9,0,20,0,0,956,0,1.87,64,1928-01-24,9,4,2,0,0
1928,FEB,40.1,25.9,33.0,55,23,7,26,0,0,6,0,20,0,0,923,0,4.84,38,1928-02-23,11,7,4,2,0
1928,MAR,45.9,31.6,38.8,69,25,18,06,0,0,0,0,18,0,0,805,0,2.83,02,1928-03-30,10,6,3,1,0
1928,APR,56.9,39.8,48.3,80,05,29,16,0,0,0,0,1,0,0,494,1,4.83,20,1928-04-22,12,10,3,2,0
1928,MAY,67.6,51.1,59.3,79,04,41,13,0,0,0,0,0,0,0,172,3,2.07,85,1928-05-18,10,7,1,0,0
1928,JUN,74.8,60.0,67.4,86,25,54,11,0,0,0,0,0,0,0,31,109,7.04,16,1928-06-19,14,11,6,4,0
1928,JUL,84.2,67.6,75.9,94,08,60,30,0,5,0,0,0,1,0,0,343,8.89,69,1928-07-06,14,11,7,4,0
1928,AUG,82.4,68.4,75.4,94,04,60,23,0,8,0,0,0,3,0,1,332,4.57,20,1928-08-10,13,11,4,1,0
1928,SEP,71.5,57.9,64.7,85,13,43,26,0,0,0,0,0,0,0,95,96,3.67,29,1928-09-19,9,6,2,1,0
1928,OCT,67.0,50.7,58.8,86,12,32,30,0,0,0,0,1,0,0,230,45,1.57,68,1928-10-19,6,4,2,0,0
1928,NOV,53.3,41.4,47.4,73,18,22,26,0,0,1,0,4,0,0,522,0,2.46,11,1928-11-30,10,5,1,1,0
1928,DEC,45.0,33.6,39.3,60,17,19,22,0,0,2,0,14,0,0,792,0,0.98,22,1928-12-17,7,5,0,0,0
1928,ANNUAL,60.9,46.3,53.59,94,,7,,0,13,18,0,78,4,0,5021,929,45.62,,1.69,125,87,35,16,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1929,JAN,38.8,25.0,31.9,62,19,8,14,0,0,7,0,27,0,0,1019,0,3.33,78,1929-01-06,11,7,4,0,0
1929,FEB,39.3,26.5,32.9,56,18,15,23,0,0,6,0,19,0,0,893,0,5.07,87,1929-02-26,7,7,3,2,0
1929,MAR,53.8,36.4,45.1,77,22,12,10,0,0,1,0,8,0,0,609,0,4.23,60,1929-03-23,14,8,3,1,0
1929,APR,58.3,43.6,50.9,89,07,34,02,0,0,0,0,0,0,0,429,15,5.85,10,1929-04-16,15,13,3,1,0
1929,MAY,71.0,52.4,61.7,93,31,42,08,0,1,0,0,0,0,0,162,67,4.01,81,1929-05-19,15,9,4,0,0
1929,JUN,80.7,62.3,71.5,95,18,45,03,0,5,0,0,0,1,0,27,229,1.90,79,1929-06-28,7,4,1,0,0
1929,JUL,85.2,66.6,75.9,95,30,55,03,0,9,0,0,0,2,0,0,344,1.21,47,1929-07-05,7,4,0,0,0
1929,AUG,82.0,64.2,73.1,92,12,57,05,0,2,0,0,0,0,0,0,257,1.47,89,1929-08-19,8,3,1,0,0
1929,SEP,77.9,60.9,69.4,99,03,44,19,0,4,0,0,0,0,0,51,191,3.12,78,1929-09-09,9,8,2,0,0
1929,OCT,62.1,47.0,54.6,74,27,35,18,0,0,0,0,0,0,0,318,1,4.63,16,1929-10-02,7,6,2,2,0
1929,NOV,51.7,40.7,46.2,76,02,12,30,0,0,2,0,5,0,0,560,5,2.22,74,1929-11-03,11,5,2,0,0
1929,DEC,41.6,29.9,35.8,56,19,13,12,0,0,6,0,18,0,0,900,0,3.34,06,1929-12-18,10,7,1,1,0
1929,ANNUAL,62.0,46.4,54.19,99,,8,,0,21,22,0,77,3,0,4968,1109,40.38,,2.16,121,81,26,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1930,JAN,39.5,27.0,33.3,64,08,10,19,0,0,12,0,20,0,0,978,0,2.37,81,1930-01-18,9,5,2,0,0
1930,FEB,44.9,29.1,37.0,75,25,7,17,0,0,4,0,18,0,0,778,0,3.24,24,1930-02-13,10,5,3,1,0
1930,MAR,47.7,32.8,40.2,63,13,18,03,0,0,1,0,10,0,0,760,0,2.23,14,1930-03-08,8,5,2,1,0
1930,APR,56.0,40.8,48.4,76,14,31,24,0,0,0,0,2,0,0,490,0,2.30,60,1930-04-06,11,7,2,0,0
1930,MAY,73.2,54.4,63.8,91,23,45,27,0,3,0,0,0,0,0,132,102,3.43,84,1930-05-14,10,8,3,0,0
1930,JUN,82.0,65.0,73.5,94,04,50,01,0,5,0,0,0,0,0,2,264,2.92,96,1930-06-26,9,6,3,0,0
1930,JUL,85.2,67.6,76.4,102,21,57,15,0,5,0,0,0,4,0,0,362,6.61,80,1930-07-03,9,8,4,2,0
1930,AUG,81.7,65.4,73.5,96,05,55,13,0,4,0,0,0,2,0,5,279,4.32,03,1930-08-23,8,3,3,1,0
1930,SEP,79.8,64.1,72.0,88,16,52,30,0,0,0,0,0,0,0,9,224,1.47,56,1930-09-14,11,6,1,0,0
1930,OCT,63.3,47.8,55.5,78,13,36,21,0,0,0,0,0,0,0,297,11,1.71,57,1930-10-15,8,4,1,0,0
1930,NOV,51.5,39.4,45.4,66,09,15,28,0,0,2,0,7,0,0,582,0,5.62,86,1930-11-15,10,8,4,2,0
1930,DEC,39.3,29.9,34.6,58,01,10,16,0,0,4,0,18,0,0,933,0,2.73,39,1930-12-27,11,4,2,1,0
1930,ANNUAL,62.1,47.0,54.56,102,,7,,0,17,23,0,75,6,0,4966,1242,38.95,,3.03,114,69,30,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1931,JAN,39.2,26.3,32.7,56,27,11,15,0,0,3,0,21,0,0,993,0,2.56,93,1931-01-05,6,3,3,0,0
1931,FEB,41.3,26.4,33.8,56,28,12,11,0,0,3,0,23,0,0,865,0,2.71,96,1931-02-17,9,5,2,0,0
1931,MAR,46.0,34.6,40.3,58,27,29,03,0,0,0,0,9,0,0,760,0,4.83,62,1931-03-08,13,8,3,2,0
1931,APR,59.1,43.0,51.0,71,21,35,12,0,0,0,0,0,0,0,410,0,3.79,57,1931-04-23,11,5,3,1,0
1931,MAY,69.9,53.0,61.5,93,29,40,01,0,3,0,0,0,0,0,170,67,4.38,98,1931-05-08,14,9,3,0,0
1931,JUN,79.3,62.1,70.7,97,20,55,10,0,4,0,0,0,0,0,19,197,3.76,01,1931-06-07,10,8,3,1,0
1931,JUL,85.3,69.6,77.5,97,28,64,03,0,5,0,0,0,1,0,0,395,3.39,79,1931-07-21,14,10,2,0,0
1931,AUG,82.9,67.5,75.2,99,07,61,25,0,5,0,0,0,1,0,0,323,3.24,54,1931-08-11,13,5,2,1,0
1931,SEP,81.3,63.3,72.3,99,11,49,25,0,5,0,0,0,2,0,13,241,1.57,49,1931-09-17,8,5,0,0,0
1931,OCT,69.9,52.6,61.2,86,08,42,19,0,0,0,0,0,0,0,156,47,2.80,84,1931-10-15,9,5,2,0,0
1931,NOV,58.1,45.7,51.9,73,13,30,28,0,0,0,0,3,0,0,387,0,0.60,24,1931-11-30,7,2,0,0,0
1931,DEC,48.0,33.9,40.9,68,12,20,08,0,0,1,0,17,0,0,740,0,2.44,84,1931-12-09,9,4,2,0,0
1931,ANNUAL,63.5,48.3,55.88,99,,11,,0,22,7,0,73,4,0,4513,1270,36.07,,1.62,123,69,25,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1932,JAN,48.6,37.7,43.2,70,14,24,31,0,0,0,0,4,0,0,668,0,4.45,33,1932-01-06,14,11,4,1,0
1932,FEB,42.9,29.3,36.1,58,08,18,21,0,0,1,0,17,0,0,832,0,2.70,99,1932-02-11,11,6,2,0,0
1932,MAR,44.5,30.1,37.3,63,26,15,10,0,0,4,0,18,0,0,850,0,5.82,38,1932-03-28,9,7,5,2,0
1932,APR,57.5,40.5,49.0,78,22,32,13,0,0,0,0,1,0,0,476,1,2.34,81,1932-04-10,7,5,2,0,0
1932,MAY,70.8,53.2,62.0,90,26,42,03,0,1,0,0,0,0,0,139,55,2.95,07,1932-05-21,9,6,2,1,0
1932,JUN,79.8,61.2,70.5,92,05,47,08,0,3,0,0,0,0,0,20,189,4.36,11,1932-06-27,7,5,3,1,0
1932,JUL,85.4,66.8,76.1,92,20,59,05,0,7,0,0,0,0,0,0,351,1.42,41,1932-07-29,7,5,0,0,0
1932,AUG,85.3,68.0,76.7,91,08,62,13,0,3,0,0,0,0,0,0,370,3.20,33,1932-08-06,6,5,2,1,0
1932,SEP,78.6,60.3,69.4,96,02,42,30,0,1,0,0,0,0,0,32,172,1.22,68,1932-09-16,8,3,1,0,0
1932,OCT,65.5,51.4,58.4,79,02,40,14,0,0,0,0,0,0,0,221,25,5.58,09,1932-10-18,8,5,4,3,0
1932,NOV,50.8,37.1,44.0,62,05,12,27,0,0,1,0,7,0,0,622,0,7.38,95,1932-11-19,11,7,5,4,0
1932,DEC,45.3,32.9,39.1,63,07,11,17,0,0,4,0,14,0,0,795,0,2.51,60,1932-12-27,14,8,2,0,0
1932,ANNUAL,63.0,47.4,55.21,96,,11,,0,15,10,0,61,0,0,4655,1163,43.93,,2.38,111,73,32,13,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1933,JAN,46.6,33.8,40.2,61,23,13,01,0,0,2,0,11,0,0,760,0,1.78,82,1933-01-09,7,4,1,0,0
