Monthly Climate Data Summaries ( por - por )

Station:,EVANSVILLE REGIONAL AP,State:,IN,ID:,93817
Latitude:,38.0441 degreeN,Longitude:,87.5205 degreeW,Elevation:,400.0 feet
Station period of record:,maxt: 08/01/1896-10/22/2019; mint: 08/01/1896-10/22/2019; avgt: 08/01/1896-10/22/2019; hdd: 08/01/1896-10/22/2019; cdd: 08/01/1896-10/22/2019; pcpn: 08/01/1896-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1895,JAN,M,M,M,M,M,M,M,31,M,M,31,M,M,M,M,M,M,M,M,M,M,M,M,31
1902,JAN,40.1,25.3,32.7,61,09,6,27,0,0,9,0,27,0,0,992,0,2.36,89,1902-01-29,7,5,2,0,0
1902,FEB,34.0,21.1,27.6,56,26,5,05,0,0,18,0,22,0,0,1041,0,0.51,28,1902-02-27,4,3,0,0,0
1902,MAR,54.5,40.1,47.3,75,25,13,18,0,0,1,0,8,0,0,541,0,3.12,16,1902-03-28,15,7,2,1,0
1902,APR,63.7,45.9,54.8,84,25,27,08,0,0,0,0,1,0,0,328,30,1.91,81,1902-04-28,11,5,1,0,0
1902,MAY,81.2,61.3,71.3,92,20,45,28,0,3,0,0,0,0,0,19,220,1.36,58,1902-05-24,9,4,1,0,0
1902,JUN,84.0,65.6,74.8,97,12,52,22,0,7,0,0,0,3,0,3,303,3.17,84,1902-06-28,13,5,3,0,0
1902,JUL,89.4,69.3,79.3,98,17,60,21,0,19,0,0,0,5,0,0,454,0.41,12,1902-07-20,7,3,0,0,0
1902,AUG,85.7,67.0,76.3,97,03,58,12,0,11,0,0,0,1,0,0,360,1.82,05,1902-08-18,6,5,1,1,0
1902,SEP,76.4,58.1,67.2,88,08,41,14,0,0,0,0,0,0,0,50,125,2.80,98,1902-09-24,8,5,3,0,0
1902,OCT,69.9,52.2,61.0,80,25,36,29,0,0,0,0,0,0,0,137,24,2.65,76,1902-10-03,5,4,1,1,0
1902,NOV,60.1,46.7,53.4,78,10,30,27,0,0,0,0,2,0,0,345,6,4.63,23,1902-11-16,10,8,4,1,0
1902,DEC,40.3,28.8,34.6,60,11,6,26,0,0,7,0,17,0,0,936,0,5.04,82,1902-12-15,12,6,4,1,0
1902,ANNUAL,65.1,48.6,56.87,98,,5,,0,40,35,0,77,9,0,4392,1522,29.78,,1.82,107,60,22,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1903,JAN,40.2,26.1,33.1,66,28,4,12,0,0,6,0,23,0,0,980,0,1.77,07,1903-01-02,7,2,2,1,0
1903,FEB,43.6,28.2,35.9,61,26,-3,17,0,0,4,0,18,0,1,808,0,5.88,03,1903-02-15,13,9,5,2,0
1903,MAR,58.4,43.6,51.0,77,19,22,01,0,0,0,0,4,0,0,437,13,4.66,65,1903-03-08,14,8,3,2,0
1903,APR,64.7,47.1,55.9,80,29,31,04,0,0,0,0,2,0,0,280,16,3.17,07,1903-04-13,13,7,2,1,0
1903,MAY,78.2,59.6,68.9,88,16,35,01,0,0,0,0,0,0,0,58,186,2.82,75,1903-05-29,11,5,2,0,0
1903,JUN,78.6,61.1,69.9,88,30,44,12,0,0,0,0,0,0,0,21,174,2.52,77,1903-06-28,9,8,1,0,0
1903,JUL,88.3,70.5,79.4,96,27,61,16,0,15,0,0,0,6,0,0,453,2.28,63,1903-07-16,9,4,1,1,0
1903,AUG,85.1,67.8,76.4,94,24,56,31,0,7,0,0,0,3,0,1,363,4.54,29,1903-08-14,10,7,4,3,0
1903,SEP,81.3,59.3,70.3,92,09,44,25,0,6,0,0,0,1,0,52,219,0.49,11,1903-09-17,6,3,0,0,0
1903,OCT,68.5,49.4,58.9,88,03,34,28,0,0,0,0,0,0,0,226,47,1.87,98,1903-10-07,5,3,2,0,0
1903,NOV,50.5,34.6,42.6,73,03,16,18,0,0,3,0,14,0,0,668,1,1.77,78,1903-11-04,7,5,1,0,0
1903,DEC,38.0,22.7,30.4,50,23,3,26,0,0,8,0,29,0,0,1065,0,3.00,23,1903-12-24,9,5,3,1,0
1903,ANNUAL,64.7,47.6,56.18,96,,-3,,0,28,21,0,90,10,1,4596,1472,34.77,,2.03,113,66,26,11,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1904,JAN,37.7,22.0,29.9,57,20,-2,27,0,0,7,0,25,0,2,1082,0,3.87,35,1904-01-21,12,6,2,2,0
1904,FEB,40.5,23.9,32.2,67,07,3,01,0,0,10,0,22,0,0,944,0,2.53,91,1904-02-18,6,4,3,0,0
1904,MAR,54.4,37.8,46.1,77,24,22,04,0,0,0,0,8,0,0,580,4,7.36,92,1904-03-25,16,9,6,3,0
1904,APR,59.8,42.7,51.3,79,23,27,20,0,0,0,0,4,0,0,408,4,3.67,20,1904-04-24,10,7,2,1,0
1904,MAY,74.7,57.1,65.9,89,24,46,15,0,0,0,0,0,0,0,66,102,2.01,45,1904-05-26,14,7,0,0,0
1904,JUN,81.5,65.3,73.4,91,25,58,09,0,1,0,0,0,0,0,4,265,4.45,06,1904-06-02,11,7,1,1,0
1904,JUL,85.1,67.2,76.2,94,18,57,02,0,5,0,0,0,1,0,0,353,7.98,84,1904-07-20,12,7,5,4,0
1904,AUG,84.6,66.7,75.7,92,25,55,27,0,4,0,0,0,1,0,0,340,1.07,63,1904-08-19,6,3,1,0,0
1904,SEP,80.9,62.7,71.8,91,11,48,16,0,3,0,0,0,0,0,19,228,5.67,23,1904-09-27,12,9,6,2,0
1904,OCT,68.3,47.8,58.0,82,10,34,28,0,0,0,0,0,0,0,230,24,0.25,19,1904-10-21,5,1,0,0,0
1904,NOV,55.8,37.5,46.6,71,19,27,30,0,0,0,0,8,0,0,545,0,0.20,15,1904-11-09,3,1,0,0,0
1904,DEC,42.7,29.1,35.9,62,27,10,28,0,0,5,0,20,0,0,896,0,3.88,30,1904-12-27,14,6,2,1,0
1904,ANNUAL,63.9,46.7,55.30,94,,-2,,0,13,22,0,87,2,2,4774,1320,42.94,,3.06,121,67,28,14,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1905,JAN,34.1,20.3,27.2,62,01,-4,25,0,0,14,0,28,0,2,1165,0,3.29,30,1905-01-11,11,4,2,2,0
1905,FEB,33.9,18.5,26.2,59,28,-11,13,0,0,13,0,22,0,3,1081,0,1.92,88,1905-02-08,9,3,1,0,0
1905,MAR,60.5,42.4,51.4,79,28,28,02,0,0,0,0,3,0,0,421,6,2.61,19,1905-03-07,5,5,2,1,0
