Monthly Climate Data Summaries ( por - por )

Station:,SALEM AP (MCNARY FIELD),State:,OR,ID:,24232
Latitude:,44.905 degreeN,Longitude:,123.0011 degreeW,Elevation:,205.0 feet
Station period of record:,maxt: 01/01/1893-10/23/2019; mint: 01/01/1893-10/23/2019; avgt: 01/01/1893-10/23/2019; hdd: 01/01/1893-10/23/2019; cdd: 01/01/1893-10/23/2019; pcpn: 01/01/1893-10/23/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,APR,61.8,42.5,52.1,75,21,34,10,0,0,0,0,0,0,0,378,0,1.69,51,1907-04-07,8,7,1,0,0
1907,MAY,69.0,47.3,58.2,86,30,36,02,0,0,0,0,0,0,0,214,11,0.92,45,1907-05-10,6,3,0,0,0
1907,JUN,71.4,52.3,61.8,92,26,44,13,0,1,0,0,0,0,0,132,45,1.55,54,1907-06-11,9,5,1,0,1
1907,JUL,80.1,55.2,67.7,102,30,50,05,0,3,0,0,0,0,0,10,98,0.67,50,1907-07-03,3,2,1,0,0
1907,AUG,M,M,M,M,M,M,M,23,0,0,6,0,0,0,10,16,1.07,56,1907-08-24,5,3,1,0,0
1907,SEP,M,52.2,M,M,M,45,14,21,0,0,2,0,0,0,44,7,M,M,M,M,M,M,M,5
1907,OCT,M,M,M,M,M,M,M,25,0,0,4,0,0,0,41,0,0.58,38,1907-10-29,3,2,0,0,1
1907,NOV,M,40.2,M,M,M,31,05,24,0,0,2,3,0,0,87,0,M,M,M,M,M,M,M,7
1907,DEC,M,37.9,M,M,M,25,18,15,0,0,3,4,0,0,282,0,M,M,M,M,M,M,M,6
1907,ANNUAL,61.4,44.8,52.88,102,,12,,110,4,4,18,26,0,0,3128,177,31.36,,2.51,98,71,18,6,20

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1908,JAN,M,M,M,M,M,M,M,7,0,0,7,5,0,0,388,0,M,M,M,M,M,M,M,5
1908,FEB,M,M,M,M,M,M,M,15,0,0,10,6,0,0,248,0,M,M,M,M,M,M,M,4
1908,MAR,53.3,38.7,46.0,67,23,30,08,2,0,0,0,5,0,0,543,0,2.63,18,1908-03-15,15,7,1,1,0
1908,APR,61.6,41.2,51.3,78,30,34,25,0,0,0,3,0,0,0,366,0,1.99,36,1908-04-17,8,3,1,1,0
1908,MAY,M,44.7,M,M,M,27,10,8,0,0,1,1,0,0,314,0,2.38,40,1908-05-15,14,9,0,0,0
1908,JUN,69.7,50.9,60.3,89,29,43,05,0,0,0,0,0,0,0,170,37,1.06,38,1908-06-19,6,4,0,0,0
1908,JUL,83.2,57.6,M,95,19,50,26,2,6,0,3,0,0,0,2,155,0.02,02,1908-07-15,1,0,0,0,0
1908,AUG,M,M,M,M,M,M,M,14,3,0,6,0,0,0,15,63,0.52,22,1908-08-12,4,2,0,0,1
1908,SEP,73.0,47.8,60.4,86,04,34,24,0,0,0,0,0,0,0,161,30,0.30,12,1908-09-15,3,1,0,0,0
1908,OCT,61.9,46.0,54.0,81,07,35,17,0,0,0,0,0,0,0,335,0,4.88,38,1908-10-14,10,8,4,2,0
1908,NOV,54.4,41.6,48.0,65,03,30,26,0,0,0,0,3,0,0,505,0,3.61,72,1908-11-21,12,11,2,0,0
1908,DEC,43.4,34.6,39.0,53,08,23,19,0,0,2,0,11,0,0,798,0,2.90,52,1908-12-25,13,10,1,0,0
1908,ANNUAL,61.3,44.3,52.93,95,,20,,48,9,2,30,31,0,0,3845,285,25.46,,1.38,112,74,12,4,10

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1909,JAN,40.5,28.7,34.6,55,17,1,12,0,0,8,0,12,0,0,935,0,8.28,08,1909-01-19,22,14,8,1,0
1909,FEB,48.2,39.5,43.9,56,16,33,21,0,0,0,0,0,0,0,585,0,5.98,78,1909-02-18,22,13,5,0,2
1909,MAR,55.4,39.3,47.3,67,15,32,10,0,0,0,0,1,0,0,540,0,1.51,27,1909-03-04,12,8,0,0,0
1909,APR,59.3,40.2,49.8,73,07,35,19,0,0,0,0,0,0,0,449,0,0.51,22,1909-04-27,5,2,0,0,0
1909,MAY,63.4,43.9,53.5,81,02,35,05,0,0,0,1,0,0,0,343,3,1.02,32,1909-05-09,7,4,0,0,0
1909,JUN,72.7,50.7,61.7,88,10,42,13,0,0,0,0,0,0,0,104,16,0.18,09,1909-06-16,4,0,0,0,0
1909,JUL,72.7,53.1,62.9,85,21,46,18,0,0,0,0,0,0,0,83,23,1.96,12,1909-07-05,3,2,2,1,0
1909,AUG,78.4,52.3,65.3,91,28,45,05,0,2,0,0,0,0,0,37,54,0.02,02,1909-08-26,1,0,0,0,0
1909,SEP,74.3,50.8,62.5,91,05,41,22,0,2,0,0,0,0,0,112,45,0.90,56,1909-09-29,5,2,1,0,0
1909,OCT,61.3,45.3,53.3,75,11,38,26,0,0,0,0,0,0,0,355,0,3.24,84,1909-10-19,11,11,2,0,0
1909,NOV,50.9,42.4,46.7,61,02,26,15,0,0,0,0,3,0,0,543,0,10.56,64,1909-11-02,27,22,5,2,0
1909,DEC,41.1,29.8,35.2,55,12,21,23,1,0,2,1,21,0,0,858,0,4.80,60,1909-12-04,14,12,2,0,0
1909,ANNUAL,60.0,43.0,51.49,91,,1,,1,4,10,2,37,0,0,4944,141,38.96,,1.64,133,90,25,4,2

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1910,JAN,43.0,33.9,38.3,54,23,19,05,1,0,1,1,10,0,0,765,0,5.63,10,1910-01-31,20,12,4,1,0
1910,FEB,45.1,34.0,39.5,53,24,22,04,0,0,0,0,11,0,0,705,0,4.92,00,1910-02-13,18,14,3,1,0
1910,MAR,59.2,43.4,51.3,70,12,31,06,0,0,0,0,1,0,0,421,0,1.24,34,1910-03-01,9,5,0,0,0
1910,APR,61.6,43.5,52.5,84,24,34,14,0,0,0,0,0,0,0,371,4,2.20,44,1910-04-02,11,7,0,0,0
1910,MAY,69.1,49.3,59.2,85,31,42,15,0,0,0,0,0,0,0,186,13,1.58,68,1910-05-03,7,5,1,0,0
1910,JUN,69.4,50.4,59.9,87,10,42,12,0,0,0,0,0,0,0,158,12,1.19,00,1910-06-11,3,2,1,1,0
1910,JUL,79.6,54.8,67.2,95,10,50,05,0,3,0,0,0,0,0,19,98,0.00,00,1910-07-31,0,0,0,0,0
1910,AUG,76.1,50.9,63.5,88,17,46,27,0,0,0,0,0,0,0,70,31,0.02,02,1910-08-28,1,0,0,0,0
1910,SEP,69.0,49.1,59.1,86,02,41,25,0,0,0,0,0,0,0,178,7,1.26,44,1910-09-16,6,3,0,0,0
1910,OCT,62.8,46.9,54.9,72,07,35,29,0,0,0,0,0,0,0,307,0,1.80,89,1910-10-03,9,3,1,0,0
1910,NOV,51.1,39.9,45.5,65,20,31,26,0,0,0,0,2,0,0,578,0,8.03,82,1910-11-10,18,12,8,1,0
1910,DEC,47.9,38.5,43.2,56,02,30,20,0,0,0,0,4,0,0,665,0,4.02,80,1910-12-08,19,12,2,0,0
1910,ANNUAL,61.3,44.6,53.02,95,,19,,1,3,1,1,28,0,0,4423,165,31.89,,1.82,121,75,20,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1911,JAN,43.4,34.0,38.7,51,18,19,14,0,0,2,0,10,0,0,806,0,8.43,86,1911-01-18,15,10,4,3,0
1911,FEB,46.7,33.6,40.1,53,17,27,03,0,0,0,0,10,0,0,689,0,1.72,38,1911-02-01,13,6,0,0,0
1911,MAR,59.3,37.7,48.5,77,30,30,02,0,0,0,0,3,0,0,504,0,0.59,12,1911-03-04,9,3,0,0,0
1911,APR,59.7,39.2,49.5,76,23,30,13,2,0,0,0,4,0,0,428,0,1.83,56,1911-04-18,7,6,1,0,0
1911,MAY,61.7,45.4,53.6,85,30,40,19,0,0,0,0,0,0,0,355,9,2.78,47,1911-05-05,15,9,0,0,0
1911,JUN,68.6,50.5,59.6,86,10,43,17,1,0,0,0,0,0,0,169,20,0.85,74,1911-06-26,4,1,1,0,0
1911,JUL,82.9,56.0,69.5,99,16,45,08,0,8,0,0,0,0,0,30,177,0.06,05,1911-07-07,2,0,0,0,0
1911,AUG,79.0,54.6,66.8,89,24,50,16,0,0,0,0,0,0,0,17,78,T,T,1911-08-20,0,0,0,0,0
1911,SEP,65.9,48.5,57.2,84,01,40,26,0,0,0,0,0,0,0,234,8,4.56,11,1911-09-05,12,9,1,1,0
1911,OCT,62.0,42.8,52.4,69,20,32,29,0,0,0,0,1,0,0,383,0,0.81,30,1911-10-13,7,4,0,0,0
1911,NOV,52.4,40.4,46.5,63,01,27,11,1,0,0,1,5,0,0,515,0,1.97,44,1911-11-12,15,7,0,0,0
1911,DEC,45.6,36.7,41.1,53,23,29,29,0,0,0,0,4,0,0,736,0,3.95,76,1911-12-23,14,10,4,0,0
1911,ANNUAL,60.7,43.4,52.07,99,,19,,4,8,2,1,37,0,0,4866,292,27.55,,3.86,113,65,11,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1912,JAN,47.3,37.1,42.2,56,14,22,08,0,0,2,0,8,0,0,702,0,5.52,02,1912-01-06,22,16,3,1,0
1912,FEB,51.0,38.5,44.8,57,16,29,04,1,0,0,0,2,0,0,559,0,3.94,59,1912-02-04,17,13,3,0,0
1912,MAR,M,M,M,M,M,M,M,5,0,0,4,5,0,0,465,0,1.79,66,1912-03-15,12,5,1,0,0
1912,APR,57.3,41.4,49.4,66,08,33,13,0,0,0,0,0,0,0,464,0,2.03,40,1912-04-04,12,8,0,0,0
1912,MAY,67.3,47.4,57.4,90,13,41,09,0,1,0,0,0,0,0,243,11,2.40,69,1912-05-20,10,8,1,0,0
1912,JUN,71.7,51.6,61.7,93,06,45,28,0,1,0,0,0,0,0,124,30,2.70,25,1912-06-20,8,5,2,1,0
1912,JUL,M,56.1,M,M,M,49,03,5,3,0,0,0,0,0,41,101,0.32,12,1912-07-02,4,2,0,0,0
1912,AUG,M,54.7,M,M,M,49,29,9,0,0,0,0,0,0,57,36,1.81,38,1912-08-28,11,7,0,0,0
1912,SEP,70.8,49.2,60.1,81,15,42,24,1,0,0,0,0,0,0,150,17,1.49,59,1912-09-02,7,5,1,0,0
1912,OCT,59.5,41.2,50.4,74,12,33,30,0,0,0,0,0,0,0,445,0,3.22,87,1912-10-23,15,10,2,0,0
1912,NOV,52.7,40.0,46.3,60,12,31,29,0,0,0,0,3,0,0,556,0,5.78,23,1912-11-08,16,13,5,2,0
1912,DEC,45.4,35.6,40.5,53,24,27,09,0,0,0,0,9,0,0,754,0,4.72,54,1912-12-24,19,14,2,0,0
1912,ANNUAL,60.2,44.2,52.06,94,,22,,21,5,2,4,27,0,0,4560,195,35.72,,1.25,153,106,20,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1913,JAN,43.3,33.9,M,53,25,22,06,3,0,0,3,9,0,0,681,0,4.36,67,1913-01-18,18,10,1,1,0
1913,FEB,47.8,33.1,40.5,63,15,26,25,0,0,0,0,18,0,0,682,0,1.20,30,1913-02-14,8,6,0,0,0
1913,MAR,51.6,37.7,44.7,65,08,25,25,0,0,0,0,6,0,0,622,0,3.36,87,1913-03-29,18,10,2,0,0
1913,APR,59.6,42.1,50.9,76,17,33,28,0,0,0,0,0,0,0,416,0,2.24,59,1913-04-04,14,8,1,0,0
1913,MAY,66.2,47.0,56.6,85,31,39,01,0,0,0,0,0,0,0,256,4,2.24,56,1913-05-11,11,7,1,0,0
1913,JUN,71.1,52.6,61.8,89,01,45,16,0,0,0,0,0,0,0,108,22,3.48,80,1913-06-25,13,7,4,0,0
1913,JUL,77.6,54.5,66.1,95,18,42,15,0,4,0,0,0,0,0,55,95,0.29,23,1913-07-03,2,1,0,0,0
1913,AUG,81.9,56.1,69.0,94,21,49,18,0,4,0,0,0,0,0,13,143,0.30,28,1913-08-28,2,1,0,0,0
1913,SEP,M,48.8,M,M,M,38,22,30,M,M,0,0,0,0,M,M,2.57,84,1913-09-04,5,4,4,0,0
1913,OCT,59.5,43.1,51.3,78,01,35,04,0,0,0,0,0,0,0,417,0,2.17,82,1913-10-07,7,4,1,0,2
1913,NOV,45.4,39.8,42.6,53,03,30,03,0,0,0,0,2,0,0,663,0,5.54,81,1913-11-05,19,17,4,0,0
1913,DEC,41.3,35.2,M,51,11,30,21,3,0,0,3,6,0,0,667,0,3.39,77,1913-12-31,17,8,2,0,0
1913,ANNUAL,59.1,43.9,51.44,95,,22,,36,8,0,6,41,0,0,4580,264,31.14,,1.67,134,83,20,1,2

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1914,JAN,46.5,39.9,M,64,05,33,27,3,0,0,3,0,0,0,545,0,8.71,43,1914-01-05,28,21,6,2,0
1914,FEB,44.8,37.8,41.3,52,27,29,06,0,0,0,0,5,0,0,658,0,4.12,58,1914-02-24,18,12,2,1,0
1914,MAR,53.1,42.1,47.6,67,20,37,26,1,0,0,1,0,0,0,495,0,2.56,50,1914-03-04,16,7,1,0,0
1914,APR,57.2,44.7,51.0,76,30,34,21,1,0,0,1,0,0,0,386,0,2.59,47,1914-04-14,17,8,0,0,0
1914,MAY,70.5,47.9,59.2,87,21,37,04,0,0,0,0,0,0,0,188,18,1.96,70,1914-05-23,6,4,2,0,0
1914,JUN,70.5,50.2,60.4,89,30,42,05,0,0,0,0,0,0,0,162,32,1.85,62,1914-06-24,10,4,1,0,0
1914,JUL,82.0,54.6,68.3,96,18,49,05,0,3,0,0,0,0,0,9,119,0.00,00,1914-07-31,0,0,0,0,0
1914,AUG,80.5,54.5,67.5,93,13,45,31,0,5,0,0,0,0,0,14,99,0.00,00,1914-08-31,0,0,0,0,0
1914,SEP,67.5,50.6,59.0,79,24,45,21,0,0,0,0,0,0,0,175,1,4.84,96,1914-09-15,11,9,6,0,0
1914,OCT,62.4,48.2,55.3,69,12,39,23,0,0,0,0,0,0,0,294,0,3.34,51,1914-10-02,14,10,1,0,0
1914,NOV,52.3,40.2,46.2,64,04,30,22,1,0,0,1,4,0,0,518,0,3.38,71,1914-11-29,10,10,2,0,0
1914,DEC,42.1,31.0,36.6,50,31,18,21,0,0,2,0,14,0,0,874,0,2.52,89,1914-12-07,10,6,2,0,0
1914,ANNUAL,61.1,45.3,53.28,96,,18,,6,8,2,6,23,0,0,4318,269,35.87,,1.58,140,91,23,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1915,JAN,44.7,34.3,39.5,51,04,25,25,0,0,0,0,14,0,0,783,0,4.08,75,1915-01-14,14,9,4,0,0
1915,FEB,50.0,39.0,44.5,55,09,28,14,0,0,0,0,4,0,0,566,0,3.64,01,1915-02-01,20,12,1,1,0
1915,MAR,60.8,43.0,51.9,76,21,35,08,0,0,0,0,0,0,0,399,0,1.88,28,1915-03-04,12,9,0,0,0
1915,APR,64.9,44.8,54.8,78,16,38,30,0,0,0,0,0,0,0,301,0,1.40,50,1915-04-02,8,5,1,0,0
1915,MAY,64.8,46.9,55.9,78,06,34,01,0,0,0,0,0,0,0,277,0,2.38,36,1915-05-11,18,9,0,0,0
1915,JUN,70.8,51.5,61.1,93,30,44,03,0,1,0,0,0,0,0,134,24,0.94,53,1915-06-10,4,3,1,0,0
1915,JUL,76.5,56.5,66.5,94,20,52,18,0,6,0,0,0,0,0,36,90,0.99,32,1915-07-06,7,3,0,0,0
1915,AUG,84.0,56.6,70.3,94,22,52,07,0,8,0,0,0,0,0,1,171,0.00,00,1915-08-31,0,0,0,0,0
1915,SEP,74.9,47.6,61.2,86,03,40,12,0,0,0,0,0,0,0,116,12,0.42,16,1915-09-26,3,3,0,0,0
1915,OCT,66.2,46.9,56.5,74,01,35,11,0,0,0,0,0,0,0,260,2,1.54,38,1915-10-23,11,7,0,0,0
1915,NOV,51.9,40.4,46.1,60,04,33,29,0,0,0,0,0,0,0,559,0,8.06,82,1915-11-15,24,21,7,0,0
1915,DEC,47.2,37.7,42.4,56,07,25,30,0,0,0,0,3,0,0,693,0,7.22,01,1915-12-05,24,16,4,1,0
1915,ANNUAL,63.1,45.5,54.30,94,,25,,0,15,0,0,21,0,0,4125,299,32.55,,1.01,145,97,18,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1916,JAN,37.7,28.3,33.0,52,23,16,19,0,0,6,0,23,0,0,986,0,5.39,62,1916-01-04,19,15,2,0,0
1916,FEB,54.2,38.2,46.2,62,20,25,24,0,0,0,0,6,0,0,537,0,6.43,24,1916-02-10,15,14,3,3,0
1916,MAR,52.6,40.3,46.5,65,16,32,04,0,0,0,0,1,0,0,568,0,9.96,25,1916-03-26,19,17,10,2,0
1916,APR,63.1,41.4,52.2,70,30,37,15,0,0,0,0,0,0,0,376,0,2.59,70,1916-04-10,11,8,2,0,0
1916,MAY,62.7,43.1,52.9,77,02,35,11,0,0,0,0,0,0,0,369,0,2.58,43,1916-05-21,16,11,0,0,0
1916,JUN,71.8,50.1,61.0,91,16,39,10,0,2,0,0,0,0,0,159,45,1.31,30,1916-06-18,10,6,0,0,0
1916,JUL,74.3,54.0,64.2,85,12,48,05,0,0,0,0,0,0,0,59,41,2.72,98,1916-07-02,6,6,2,0,0
1916,AUG,81.4,55.5,68.5,93,24,47,19,1,4,0,0,0,0,0,3,116,0.35,35,1916-08-17,1,1,0,0,0
1916,SEP,73.9,50.6,62.2,84,01,44,30,0,0,0,0,0,0,0,89,12,1.17,50,1916-09-03,6,4,1,0,0
1916,OCT,66.5,38.8,52.6,74,15,32,04,0,0,0,0,1,0,0,378,0,1.43,48,1916-10-29,5,4,0,0,0
1916,NOV,50.0,33.8,41.9,58,01,24,16,0,0,0,0,12,0,0,687,0,7.12,57,1916-11-25,17,14,5,2,0
1916,DEC,43.5,33.5,38.5,49,19,23,30,0,0,0,0,11,0,0,815,0,4.71,96,1916-12-05,18,12,2,0,0
1916,ANNUAL,60.9,42.3,51.60,93,,16,,1,6,6,0,54,0,0,5026,214,45.76,,1.57,143,112,27,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1917,JAN,48.1,34.2,41.2,55,25,21,17,0,0,0,1,13,0,0,710,0,1.30,42,1917-01-02,9,5,0,0,0
1917,FEB,46.4,35.8,41.0,58,04,24,01,0,0,0,0,6,0,0,669,0,2.83,53,1917-02-11,12,9,1,0,0
1917,MAR,47.9,35.5,41.7,57,17,27,02,0,0,0,0,5,0,0,719,0,3.73,40,1917-03-24,18,14,0,0,0
1917,APR,54.2,41.6,47.9,67,28,34,01,0,0,0,0,0,0,0,510,0,3.62,58,1917-04-10,17,10,3,0,0
1917,MAY,62.6,45.6,54.1,72,27,38,01,0,0,0,0,0,0,0,332,0,1.60,50,1917-05-06,11,6,1,0,0
1917,JUN,72.9,49.7,61.3,86,16,43,12,0,0,0,0,0,0,0,127,20,1.13,28,1917-06-29,10,4,0,0,0
1917,JUL,83.9,54.2,69.0,95,14,47,30,0,7,0,0,0,0,0,7,141,0.02,02,1917-07-28,1,0,0,0,0
1917,AUG,85.9,55.0,70.5,94,12,50,31,0,9,0,0,0,0,0,2,179,0.00,00,1917-08-31,0,0,0,0,0
1917,SEP,71.8,52.7,62.3,85,16,46,29,0,0,0,0,0,0,0,85,9,1.32,40,1917-09-08,10,3,0,0,0
1917,OCT,67.0,42.9,55.0,80,07,30,26,0,0,0,0,3,0,0,304,0,0.00,00,1917-10-31,0,0,0,0,0
1917,NOV,59.8,41.2,50.5,67,27,32,15,0,0,0,0,1,0,0,430,0,3.24,65,1917-11-29,13,10,3,0,0
1917,DEC,52.5,43.3,47.9,62,28,36,03,0,0,0,0,0,0,0,523,0,14.03,57,1917-12-19,25,19,8,3,0
1917,ANNUAL,62.9,44.4,53.64,95,,21,,0,16,0,1,28,0,0,4418,349,32.82,,2.57,126,80,16,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1918,JAN,49.1,38.9,43.8,62,01,23,31,0,0,0,1,1,0,0,627,0,4.39,00,1918-01-12,16,13,3,1,0
1918,FEB,47.6,35.9,41.7,52,09,29,21,0,0,0,0,7,0,0,646,0,5.68,90,1918-02-05,21,15,4,0,0
1918,MAR,54.9,40.3,47.6,67,28,32,09,0,0,0,0,2,0,0,530,0,3.81,67,1918-03-23,16,11,1,0,0
1918,APR,68.1,43.2,55.7,81,19,30,04,0,0,0,0,3,0,0,275,2,1.22,43,1918-04-09,9,4,0,0,0
1918,MAY,65.9,45.4,55.6,77,29,37,21,0,0,0,0,0,0,0,283,0,1.08,65,1918-05-15,9,2,1,0,0
1918,JUN,79.2,53.1,66.2,91,30,44,01,0,1,0,0,0,0,0,44,86,0.00,00,1918-06-30,0,0,0,0,0
1918,JUL,77.5,54.4,66.0,91,01,46,30,0,1,0,3,0,0,0,33,69,0.67,60,1918-07-23,3,1,1,0,0
1918,AUG,77.6,55.3,66.5,95,31,49,16,0,3,0,0,0,0,0,40,93,0.67,60,1918-08-16,4,1,1,0,0
1918,SEP,79.7,52.9,66.3,93,01,40,24,0,3,0,0,0,0,0,55,100,0.17,13,1918-09-14,3,1,0,0,0
1918,OCT,63.5,46.0,54.6,75,12,37,23,0,0,0,1,0,0,0,304,2,2.83,80,1918-10-16,15,10,1,0,0
1918,NOV,50.8,38.1,44.5,59,01,30,28,0,0,0,0,2,0,0,609,0,3.94,00,1918-11-14,15,9,2,1,0
1918,DEC,46.4,35.0,40.7,60,04,25,31,0,0,0,0,12,0,0,745,0,3.76,87,1918-12-05,14,10,3,0,0
1918,ANNUAL,63.4,44.9,54.08,95,,23,,0,8,0,5,27,0,0,4191,352,28.22,,1.00,125,77,17,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1919,JAN,46.5,33.6,40.4,60,23,20,01,1,0,0,1,12,0,0,706,0,8.43,20,1919-01-19,15,12,4,4,0
1919,FEB,46.8,36.0,41.4,53,10,28,03,0,0,0,0,4,0,0,657,0,8.10,00,1919-02-09,25,18,4,1,0
1919,MAR,53.1,37.7,45.4,70,30,27,27,0,0,0,0,1,0,0,603,0,4.54,02,1919-03-18,17,13,2,1,0
1919,APR,59.1,41.7,50.5,71,30,34,15,0,0,0,1,0,0,0,415,0,3.18,75,1919-04-04,12,8,2,0,0
1919,MAY,65.2,45.8,55.3,79,22,36,31,0,0,0,1,0,0,0,284,0,0.81,25,1919-05-27,10,3,0,0,0
1919,JUN,69.6,48.4,59.0,82,05,42,01,0,0,0,1,0,0,0,175,4,0.16,05,1919-06-26,4,0,0,0,0
1919,JUL,79.9,53.6,66.7,95,15,48,01,0,7,0,0,0,0,0,45,107,0.05,04,1919-07-24,2,0,0,0,0
1919,AUG,79.5,53.6,66.5,96,16,50,09,0,2,0,0,0,0,0,22,76,0.00,00,1919-08-31,0,0,0,0,0
1919,SEP,71.3,50.2,60.7,86,25,39,30,0,0,0,0,0,0,0,130,11,2.42,82,1919-09-06,10,7,1,0,0
1919,OCT,58.8,33.0,46.0,77,07,19,27,0,0,0,1,16,0,0,565,0,1.42,44,1919-10-01,9,6,0,0,0
1919,NOV,M,M,M,M,M,M,M,6,0,0,30,M,M,M,M,M,5.85,47,1919-11-04,15,11,7,1,0
1919,DEC,M,M,M,M,M,M,M,4,0,7,10,15,0,1,654,0,6.05,75,1919-12-10,13,12,3,1,0
1919,ANNUAL,60.5,42.3,52.02,96,,-2,,11,9,7,45,48,0,1,4256,198,41.01,,2.20,132,90,23,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1920,JAN,45.3,30.1,37.6,63,28,19,24,1,0,2,2,20,0,0,761,0,2.98,87,1920-01-25,9,4,2,1,0
1920,FEB,50.2,29.1,39.5,60,26,21,24,1,0,0,0,23,0,0,708,0,0.34,12,1920-02-27,5,2,0,0,0
1920,MAR,53.4,34.3,43.8,64,23,23,02,0,0,0,1,10,0,0,624,0,4.24,57,1920-03-14,20,14,2,0,0
1920,APR,57.3,37.2,47.2,78,27,30,18,0,0,0,0,5,0,0,526,0,3.37,38,1920-04-23,18,14,0,0,0
1920,MAY,68.2,38.0,53.1,85,17,31,30,0,0,0,0,4,0,0,364,1,0.25,10,1920-05-27,6,1,0,0,0
1920,JUN,74.0,46.8,60.4,92,30,36,01,0,2,0,0,0,0,0,151,23,2.69,87,1920-06-14,9,5,2,0,0
1920,JUL,83.3,46.1,64.7,100,08,36,30,0,4,0,0,0,0,0,64,60,0.55,40,1920-07-13,3,2,0,0,0
1920,AUG,86.8,47.6,67.2,105,12,30,30,0,12,0,0,1,0,0,67,143,0.95,42,1920-08-29,3,3,0,0,0
1920,SEP,72.8,M,M,91,01,M,M,0,1,0,7,0,0,0,119,7,4.45,10,1920-09-12,15,9,3,1,0
1920,OCT,60.3,43.0,51.5,75,05,27,31,1,0,0,0,2,0,0,401,1,4.97,79,1920-10-03,18,14,4,0,3
1920,NOV,54.1,35.1,44.6,66,16,23,11,0,0,0,0,14,0,0,607,0,6.76,05,1920-11-19,16,13,5,1,0
