Monthly Climate Data Summaries ( por - por )

Station:,LEXINGTON BLUEGRASS AP,State:,KY,ID:,93820
Latitude:,38.0408 degreeN,Longitude:,84.6058 degreeW,Elevation:,980.0 feet
Station period of record:,maxt: 10/11/1872-10/22/2019; mint: 10/11/1872-10/22/2019; avgt: 10/11/1872-10/22/2019; hdd: 10/11/1872-10/22/2019; cdd: 10/11/1872-10/22/2019; pcpn: 10/11/1872-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1904,OCT,67.4,46.6,57.0,84,10,35,28,0,0,0,0,0,0,0,268,29,0.57,39,1904-10-11,3,2,0,0,0
1904,NOV,52.6,35.9,44.2,67,19,20,27,0,0,0,0,13,0,0,615,0,0.53,50,1904-11-10,3,1,1,0,0
1904,DEC,41.5,26.4,34.0,65,27,9,29,0,0,7,0,23,0,0,954,0,3.10,67,1904-12-27,13,10,2,0,0
1904,ANNUAL,62.6,44.6,53.61,92,,2,,0,6,30,0,109,0,0,5162,1089,28.72,,1.27,138,75,15,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1905,JAN,32.0,16.6,24.3,60,01,-6,25,0,0,18,0,29,0,3,1252,0,2.04,35,1905-01-29,16,8,0,0,0
1905,FEB,32.8,17.0,24.9,51,28,-7,14,0,0,11,0,26,0,3,1119,0,2.13,92,1905-02-08,14,5,1,0,0
1905,MAR,58.8,39.5,49.2,78,28,26,13,0,0,0,0,6,0,0,485,2,5.87,44,1905-03-20,12,10,5,2,0
1905,APR,63.4,44.2,53.8,82,28,26,16,0,0,0,0,4,0,0,338,10,2.87,87,1905-04-21,11,7,2,0,0
1905,MAY,74.7,56.9,65.8,86,29,43,01,0,0,0,0,0,0,0,60,91,5.54,00,1905-05-10,14,8,4,1,0
1905,JUN,80.9,63.7,72.3,92,18,54,09,0,1,0,0,0,0,0,4,228,3.31,73,1905-06-11,12,8,1,1,0
1905,JUL,82.8,66.4,74.6,90,17,58,25,0,2,0,0,0,0,0,0,303,4.94,38,1905-07-21,14,10,3,1,0
1905,AUG,82.0,65.1,73.6,91,06,56,26,0,1,0,0,0,0,0,0,271,4.11,36,1905-08-23,10,6,2,1,0
1905,SEP,77.5,59.5,68.5,86,18,46,26,0,0,0,0,0,0,0,20,130,3.20,91,1905-09-01,6,5,2,1,0
1905,OCT,64.4,46.5,55.5,81,08,33,12,0,0,0,0,0,0,0,311,23,3.45,70,1905-10-25,10,6,2,1,0
1905,NOV,52.5,34.9,43.7,69,18,20,30,0,0,1,0,11,0,0,632,0,3.58,36,1905-11-29,9,6,3,2,0
1905,DEC,41.3,29.3,35.3,50,27,18,24,0,0,4,0,20,0,0,915,0,4.13,71,1905-12-15,10,8,3,1,0
1905,ANNUAL,62.1,45.1,53.62,92,,-7,,0,4,34,0,96,0,6,5136,1058,45.17,,2.36,138,87,28,11,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1906,JAN,45.2,29.5,37.4,72,21,6,09,0,0,1,0,24,0,0,850,0,2.29,53,1906-01-22,11,7,2,0,0
1906,FEB,41.2,22.6,31.9,66,23,-0,07,0,0,9,0,20,0,1,922,0,1.84,48,1906-02-21,12,4,0,0,0
1906,MAR,42.5,29.2,35.8,66,26,13,17,0,0,8,0,20,0,0,898,0,6.45,12,1906-03-29,21,15,5,1,0
1906,APR,67.3,46.1,56.7,84,13,27,01,0,0,0,0,3,0,0,279,36,1.11,61,1906-04-14,8,2,1,0,0
1906,MAY,74.1,54.2,64.2,86,18,34,09,0,0,0,0,0,0,0,130,110,3.15,10,1906-05-26,11,6,3,2,0
1906,JUN,80.1,63.4,71.8,90,29,52,12,0,2,0,0,0,0,0,6,218,4.68,24,1906-06-23,14,8,4,2,0
1906,JUL,82.2,65.2,73.7,88,01,58,24,0,0,0,0,0,0,0,0,276,3.89,45,1906-07-16,9,7,3,1,0
1906,AUG,83.6,67.9,75.8,90,19,56,28,0,1,0,0,0,0,0,0,340,4.92,69,1906-08-07,13,9,3,2,0
1906,SEP,78.1,63.0,70.6,88,08,52,15,0,0,0,0,0,0,0,7,181,5.03,74,1906-09-22,17,11,5,0,0
1906,OCT,63.9,45.5,54.7,81,23,26,11,0,0,0,0,5,0,0,323,14,0.74,23,1906-10-18,8,3,0,0,0
